title,content,topic,sentiment
"งานวัดประจำปีจัดขึ้นอย่างคึกคัก","งานวัดประจำปีจัดขึ้นเป็นเวลาเจ็ดวัน มีทั้งการแสดงพื้นบ้าน ร้านค้า และกิจกรรมสำหรับเด็ก ผู้เข้าร่วมจำนวนมากและผู้ค้าในพื้นที่มีรายได้เพิ่มขึ้น",other,positive
"เตือนอย่าเผาหญ้าริมทางเพราะเสี่ยงลุกลาม","หน่วยงานเตือนประชาชนไม่ให้เผาหญ้าริมทางในช่วงอากาศแห้งและลมแรง เนื่องจากไฟอาจลุกลามไปยังพื้นที่ข้างเคียงและก่อให้เกิดควันรบกวนผู้ใช้ถนน",other,neutral
"ทีมกู้ภัยช่วยลูกแมวติดในท่อระบายน้ำ","ทีมกู้ภัยใช้เวลาราวหนึ่งชั่วโมงช่วยลูกแมวที่ตกลงไปติดในท่อระบายน้ำขึ้นมาได้อย่างปลอดภัย ชาวบ้านที่มามุงดูช่วยกันหาบ้านให้ลูกแมวในวันเดียวกัน",other,positive
"ประกาศปิดถนนบางช่วงเพื่อจัดกิจกรรม","หน่วยงานท้องถิ่นประกาศปิดถนนบางช่วงในวันเสาร์เพื่อจัดกิจกรรมถนนคนเดิน โดยจัดเส้นทางเลี่ยงและเพิ่มจุดจอดรถชั่วคราวให้ผู้มาร่วมงาน",other,neutral
"ชาวบ้านช่วยกันซ่อมบ้านให้ผู้สูงอายุที่อยู่ลำพัง","ชาวบ้านและช่างในชุมชนรวมตัวช่วยกันซ่อมหลังคาและห้องน้ำให้ผู้สูงอายุที่อยู่ลำพังโดยไม่คิดค่าแรง วัสดุได้จากการบริจาคของร้านค้าในพื้นที่",other,positive
"ปริมาณฝนเดือนนี้ต่ำกว่าค่าเฉลี่ย","สถานีตรวจอากาศรายงานว่าปริมาณฝนในเดือนนี้ต่ำกว่าค่าเฉลี่ยระยะยาว ซึ่งเป็นข้อมูลที่หน่วยงานจะใช้ประกอบการวางแผนบริหารน้ำในช่วงถัดไป",other,neutral
"เปิดตัวสวนสุนัขสาธารณะแห่งแรกในเขต","เทศบาลเปิดสวนสำหรับสุนัขแห่งแรกในเขต มีพื้นที่วิ่งเล่นแยกตามขนาดและจุดล้างทำความสะอาด เจ้าของสัตว์เลี้ยงตอบรับดีและมีผู้มาใช้บริการต่อเนื่อง",other,positive
"ประกาศตารางการดับไฟฟ้าเพื่อบำรุงรักษา","การไฟฟ้าประกาศตารางการดับกระแสไฟฟ้าชั่วคราวในบางพื้นที่เพื่อบำรุงรักษาระบบ โดยแจ้งล่วงหน้าเจ็ดวันและระบุช่วงเวลาที่ชัดเจนให้ผู้ใช้ไฟเตรียมตัว",other,neutral
"พบดอกไม้หายากบานในพื้นที่อนุรักษ์","เจ้าหน้าที่พบดอกไม้หายากบานในพื้นที่อนุรักษ์ ซึ่งบานเพียงปีละครั้งในช่วงเวลาสั้น จึงเปิดให้เข้าชมแบบมีเจ้าหน้าที่นำทางเพื่อไม่ให้กระทบต้นพืช",other,positive
"เตือนระวังของเล่นที่ไม่ได้มาตรฐาน","หน่วยงานคุ้มครองผู้บริโภคเตือนผู้ปกครองระวังของเล่นที่ไม่มีเครื่องหมายมาตรฐาน เนื่องจากอาจมีชิ้นส่วนเล็กที่เสี่ยงต่อการสำลักในเด็กเล็ก",other,negative
"ประกาศรายชื่อผู้มีสิทธิ์รับเบี้ยยังชีพรอบใหม่","หน่วยงานท้องถิ่นประกาศรายชื่อผู้มีสิทธิ์รับเบี้ยยังชีพผู้สูงอายุรอบใหม่ โดยผู้ที่ตรวจไม่พบชื่อสามารถยื่นตรวจสอบเพิ่มเติมได้ที่สำนักงานภายในกำหนด",other,neutral
"หนุ่มปั่นจักรยานข้ามภาคเพื่อระดมทุนการกุศล","ชายหนุ่มปั่นจักรยานข้ามภาคเป็นระยะทางกว่า 900 กิโลเมตรเพื่อระดมทุนช่วยเหลือเด็กด้อยโอกาส ยอดบริจาครวมเกินเป้าหมายเมื่อถึงจุดหมายปลายทาง",other,positive
"ปรับปรุงระบบคิวที่สำนักงานให้เร็วขึ้น","สำนักงานบริการประชาชนปรับปรุงระบบคิวใหม่โดยแยกช่องตามประเภทงาน ทำให้เวลารอเฉลี่ยลดลง ผู้มาติดต่อระบุว่าใช้เวลาน้อยกว่าครั้งก่อนอย่างชัดเจน",other,positive
"เตือนน้ำทะเลเปลี่ยนสีจากแพลงก์ตอนบลูม","หน่วยงานชี้แจงว่าน้ำทะเลที่เปลี่ยนสีในบางพื้นที่เกิดจากปรากฏการณ์แพลงก์ตอนบลูมตามธรรมชาติ ขอให้หลีกเลี่ยงการลงเล่นน้ำในบริเวณดังกล่าวชั่วคราว",other,neutral
"ร้านค้าเก่าแก่ครบรอบ 80 ปี","ร้านค้าเก่าแก่ในย่านการค้าครบรอบการเปิดกิจการ 80 ปี โดยยังคงสูตรและวิธีทำแบบดั้งเดิม เจ้าของรุ่นที่สามระบุว่าจะรักษาคุณภาพและส่งต่อให้รุ่นถัดไป",other,positive
"ประกาศปรับปรุงระบบสัญญาณไฟจราจรหลายแยก","หน่วยงานจราจรประกาศปรับปรุงระบบสัญญาณไฟหลายแยกในเขตเมือง โดยจะทำงานในช่วงกลางคืนเพื่อลดผลกระทบ และจะมีเจ้าหน้าที่อำนวยความสะดวกในช่วงดำเนินงาน",other,neutral
"ผู้โดยสารลืมกระเป๋าบนรถโดยสาร ได้รับคืนครบ","ผู้โดยสารที่ลืมกระเป๋าไว้บนรถโดยสารได้รับคืนครบถ้วนหลังพนักงานเก็บรักษาและติดต่อกลับ ผู้ประกอบการชื่นชมพนักงานและมอบรางวัลเป็นกำลังใจ",other,positive
"เตือนระวังอันตรายจากการเล่นน้ำในแหล่งน้ำธรรมชาติ","หน่วยงานเตือนประชาชนระวังอันตรายจากการเล่นน้ำในแหล่งน้ำธรรมชาติที่ไม่มีเจ้าหน้าที่ดูแล โดยเฉพาะในช่วงหลังฝนตกที่กระแสน้ำแรงและระดับน้ำเปลี่ยนเร็ว",other,negative
"เปิดพื้นที่จอดจักรยานเพิ่มในสถานีขนส่ง","หน่วยงานเพิ่มพื้นที่จอดจักรยานที่สถานีขนส่งและสถานีรถไฟฟ้า เพื่อสนับสนุนการเดินทางแบบเชื่อมต่อ ผู้ใช้จักรยานระบุว่าช่วยให้เดินทางต่อได้สะดวกขึ้น",other,positive
"ประกาศเลื่อนกำหนดการจัดงานเนื่องจากฝน","ผู้จัดงานประกาศเลื่อนกำหนดการจัดกิจกรรมกลางแจ้งออกไปหนึ่งสัปดาห์เนื่องจากสภาพอากาศฝนตกต่อเนื่อง โดยผู้ที่ลงทะเบียนไว้แล้วยังใช้สิทธิ์ได้ในวันใหม่",other,neutral
"ชุมชนจัดกิจกรรมทำความสะอาดถนนร่วมกัน","ชาวบ้านในชุมชนนัดรวมตัวทำความสะอาดถนนและทางเท้าในวันหยุด มีผู้เข้าร่วมกว่า 150 คน ทำให้พื้นที่สะอาดขึ้นและสร้างความสัมพันธ์ระหว่างเพื่อนบ้าน",other,positive
"เผยแพร่คู่มือเตรียมตัวรับมือเหตุฉุกเฉินในบ้าน","หน่วยงานเผยแพร่คู่มือเตรียมตัวรับมือเหตุฉุกเฉินในบ้าน ครอบคลุมการเตรียมกระเป๋าฉุกเฉิน เบอร์ติดต่อสำคัญ และแผนอพยพภายในครัวเรือน ให้ดาวน์โหลดฟรี",other,neutral
"อุณหภูมิต่ำสุดของปีวัดได้บนยอดดอย","สถานีตรวจอากาศบนยอดดอยวัดอุณหภูมิต่ำสุดของปีได้ที่ 3 องศาเซลเซียส ทำให้มีนักท่องเที่ยวเดินทางขึ้นไปสัมผัสอากาศเย็นจำนวนมากในช่วงสุดสัปดาห์",other,neutral
"ผู้ใจบุญมอบรถเข็นให้ผู้พิการในชุมชน","ผู้ใจบุญร่วมกันบริจาครถเข็นและอุปกรณ์ช่วยเดินให้ผู้พิการในชุมชนกว่า 30 ราย โดยประสานผ่านโรงพยาบาลส่งเสริมสุขภาพตำบลเพื่อให้ตรงกับความจำเป็น",other,positive
