title,content,topic,sentiment
"รถพ่วงบรรทุกดินพลิกคว่ำทับรถเก๋ง เสียชีวิต 2 ราย","รถพ่วงบรรทุกดินเสียหลักพลิกคว่ำทับรถเก๋งที่วิ่งสวนมา มีผู้เสียชีวิต 2 ราย เจ้าหน้าที่ต้องใช้รถเครนยกซากรถออก ตำรวจตั้งข้อสังเกตว่ารถบรรทุกน้ำหนักเกินกำหนด",accident,negative
"ชนแล้วหนี ตำรวจตามจับคนขับได้จากกล้องวงจรปิด","ผู้ขับขี่รถเก๋งชนคนข้ามถนนแล้วหลบหนีไป ตำรวจตรวจสอบภาพจากกล้องวงจรปิดและติดตามจับกุมได้ภายใน 6 ชั่วโมง ผู้บาดเจ็บอาการปลอดภัยแล้วหลังเข้ารับการรักษา",accident,negative
"อุบัติเหตุลดลงในช่วงเทศกาล หลังเพิ่มจุดตรวจเข้ม","ศูนย์อำนวยการความปลอดภัยทางถนนรายงานว่าจำนวนอุบัติเหตุในช่วงเทศกาลปีนี้ลดลงร้อยละ 18 เทียบกับปีก่อน หลังเพิ่มจุดตรวจวัดแอลกอฮอล์และรณรงค์สวมหมวกนิรภัยอย่างเข้มข้น",accident,positive
"รถไฟชนรถกระบะที่จุดตัดไม่มีเครื่องกีดขวาง","ขบวนรถไฟชนรถกระบะบริเวณจุดตัดทางรถไฟที่ไม่มีเครื่องกีดขวาง คนขับรถกระบะได้รับบาดเจ็บสาหัส หน่วยงานท้องถิ่นเร่งเสนอให้ติดตั้งสัญญาณเตือนบริเวณจุดเสี่ยง",accident,negative
"เรือโดยสารล่มกลางแม่น้ำ ช่วยผู้โดยสารขึ้นฝั่งได้ทั้งหมด","เรือโดยสารล่มกลางแม่น้ำหลังเครื่องยนต์ขัดข้องและน้ำไหลเข้าท้องเรือ เจ้าหน้าที่และชาวบ้านช่วยกันนำผู้โดยสาร 22 คนขึ้นฝั่งได้อย่างปลอดภัยทั้งหมด",accident,positive
"รถเก๋งพุ่งชนร้านค้าริมทาง เจ้าของร้านบาดเจ็บ","รถเก๋งเสียหลักพุ่งชนร้านค้าริมถนน ทำให้เจ้าของร้านได้รับบาดเจ็บและทรัพย์สินเสียหาย คนขับให้การว่าเหยียบคันเร่งผิดขณะถอยรถ ตำรวจอยู่ระหว่างตรวจวัดปริมาณแอลกอฮอล์",accident,negative
"หนุ่มขับรถชนเสาไฟฟ้าดับ ทำไฟดับทั้งซอย","รถกระบะพุ่งชนเสาไฟฟ้าจนหักโค่น ส่งผลให้ไฟฟ้าดับทั้งซอยกว่า 200 หลังคาเรือน การไฟฟ้าเร่งเข้าซ่อมแซมและคืนระบบได้ภายในเช้าวันรุ่งขึ้น",accident,negative
"เตือนขับรถช่วงหมอกลงจัด ทัศนวิสัยต่ำกว่า 50 เมตร","กรมทางหลวงเตือนผู้ใช้รถใช้ถนนบนเส้นทางภาคเหนือ ระวังหมอกลงจัดในช่วงเช้าซึ่งทำให้ทัศนวิสัยลดลงเหลือไม่ถึง 50 เมตร แนะนำให้เปิดไฟหน้าและลดความเร็วลง",accident,neutral
"รถบรรทุกสารเคมีรั่วไหลบนถนน ปิดเส้นทางชั่วคราว","รถบรรทุกสารเคมีเกิดอุบัติเหตุทำให้สารเคมีรั่วไหลลงบนผิวถนน เจ้าหน้าที่ปิดเส้นทางชั่วคราวและเข้าควบคุมพื้นที่ ไม่มีรายงานผู้ได้รับบาดเจ็บจากการสูดดม",accident,negative
"จยย.ชนกันสองคันกลางซอย บาดเจ็บทั้งสองฝ่าย","รถจักรยานยนต์สองคันชนกันบริเวณปากซอยที่มีมุมอับสายตา ผู้ขับขี่ทั้งสองฝ่ายได้รับบาดเจ็บที่ศีรษะและแขน ทั้งคู่ไม่ได้สวมหมวกนิรภัยขณะเกิดเหตุ",accident,negative
"คนงานตกจากนั่งร้านชั้น 4 อาการวิกฤต","คนงานก่อสร้างพลัดตกจากนั่งร้านความสูงระดับชั้น 4 ได้รับบาดเจ็บอาการวิกฤต เจ้าหน้าที่ตรวจสอบพบว่าไม่มีการติดตั้งอุปกรณ์ป้องกันการตกตามมาตรฐาน",accident,negative
"ไฟไหม้รถยนต์กลางถนน คนขับหนีออกมาได้ทัน","รถยนต์เกิดเพลิงไหม้ขณะวิ่งอยู่บนถนน คนขับสังเกตเห็นควันและรีบออกจากรถได้ทันก่อนไฟลุกท่วม เจ้าหน้าที่ดับเพลิงควบคุมเพลิงได้ในเวลาไม่นาน ไม่มีผู้บาดเจ็บ",accident,neutral
"รถกระบะตกสะพานลงคลอง เสียชีวิต 1 ราย","รถกระบะเสียหลักตกจากสะพานลงคลองข้างทาง มีผู้เสียชีวิต 1 ราย เจ้าหน้าที่ใช้เวลากว่า 2 ชั่วโมงในการกู้ซากรถขึ้นจากน้ำ ตำรวจสันนิษฐานว่าคนขับหลับใน",accident,negative
"ผู้สูงอายุถูกรถเฉี่ยวขณะข้ามถนน บาดเจ็บที่ขา","ผู้สูงอายุถูกรถจักรยานยนต์เฉี่ยวขณะข้ามถนนบริเวณที่ไม่มีทางม้าลาย ได้รับบาดเจ็บที่ขาและสะโพก ชุมชนเรียกร้องให้ติดตั้งทางม้าลายและสัญญาณไฟคนข้าม",accident,negative
"เพิ่มไฟส่องสว่างจุดเสี่ยง อุบัติเหตุกลางคืนลดลงชัดเจน","หลังเทศบาลติดตั้งไฟส่องสว่างเพิ่มบริเวณทางโค้งที่เคยเกิดอุบัติเหตุบ่อยครั้ง สถิติอุบัติเหตุช่วงกลางคืนในจุดดังกล่าวลดลงอย่างเห็นได้ชัด ชาวบ้านชื่นชมการแก้ปัญหาที่ตรงจุด",accident,positive
"รถเมล์เบรกทันคนข้ามถนน ผู้โดยสารล้มบาดเจ็บ","รถเมล์เบรกอย่างแรงเพื่อหลีกเลี่ยงการชนคนข้ามถนน ทำให้ผู้โดยสารที่ยืนอยู่ล้มลงและได้รับบาดเจ็บ 3 ราย คนขับยืนยันว่าจำเป็นต้องเบรกเพื่อป้องกันอุบัติเหตุที่รุนแรงกว่า",accident,negative
"รถขนส่งสินค้าชนกำแพงคลังสินค้า สินค้าเสียหายจำนวนมาก","รถขนส่งสินค้าเสียหลักพุ่งชนกำแพงคลังสินค้า ทำให้สินค้าภายในเสียหายจำนวนมาก คนขับได้รับบาดเจ็บเล็กน้อย บริษัทประเมินความเสียหายเบื้องต้นหลายแสนบาท",accident,negative
"เตือนถนนลื่นช่วงฝนตกแรก แนะเว้นระยะห่าง","ตำรวจจราจรเตือนผู้ขับขี่ระวังถนนลื่นเป็นพิเศษในช่วงฝนตกครั้งแรกหลังแล้งนาน เนื่องจากคราบน้ำมันบนผิวถนนทำให้ยางจับถนนได้น้อยลง ควรเว้นระยะห่างเพิ่มขึ้นเป็นสองเท่า",accident,neutral
"รถจักรยานยนต์ชนสุนัขจรจัด คนขับกระเด็นตกถนน","ผู้ขับขี่รถจักรยานยนต์ชนสุนัขจรจัดที่วิ่งตัดหน้า ทำให้กระเด็นตกลงบนถนนและได้รับบาดเจ็บที่ไหล่ เทศบาลรับเรื่องเพื่อจัดการปัญหาสุนัขจรจัดในพื้นที่",accident,negative
"อุบัติเหตุงานก่อสร้าง เครนล้มทับรถที่จอดอยู่","เครนในไซต์งานก่อสร้างล้มลงทับรถยนต์ที่จอดอยู่ริมถนน 3 คัน ไม่มีผู้ได้รับบาดเจ็บเนื่องจากเกิดเหตุในช่วงพักกลางวัน หน่วยงานสั่งหยุดงานเพื่อตรวจสอบความปลอดภัย",accident,negative
"รถชนต้นไม้ล้มขวางถนน ปิดการจราจรหนึ่งช่องทาง","รถกระบะพุ่งชนต้นไม้ใหญ่ริมทางจนต้นไม้ล้มขวางถนน เจ้าหน้าที่ปิดการจราจรหนึ่งช่องทางเพื่อตัดต้นไม้ออก คนขับได้รับบาดเจ็บเล็กน้อยและถูกนำส่งโรงพยาบาล",accident,negative
"หญิงพลัดตกจากรถไฟฟ้า เจ้าหน้าที่ช่วยได้ทัน","หญิงรายหนึ่งพลัดตกลงระหว่างชานชาลาและขบวนรถไฟฟ้า เจ้าหน้าที่สถานีกดปุ่มหยุดฉุกเฉินและช่วยขึ้นมาได้ทันเวลา ผู้ประสบเหตุได้รับบาดเจ็บเพียงเล็กน้อย",accident,positive
"รถทัวร์เสียหลักตกข้างทาง ผู้โดยสารบาดเจ็บ 15 ราย","รถทัวร์โดยสารเสียหลักตกลงข้างทางบริเวณทางโค้งลงเขา ผู้โดยสารได้รับบาดเจ็บ 15 ราย เจ้าหน้าที่ระดมรถพยาบาลจากหลายโรงพยาบาลเข้าช่วยเหลือ",accident,negative
"ชายขับรถฝ่าไฟแดงชนรถที่วิ่งตรงมา","ผู้ขับขี่รถเก๋งฝ่าสัญญาณไฟแดงพุ่งชนรถที่วิ่งมาตามทางตรง ทำให้ทั้งสองฝ่ายได้รับบาดเจ็บ ตำรวจใช้ภาพจากกล้องหน้ารถเป็นหลักฐานในการดำเนินคดี",accident,negative
"เด็กจมน้ำในสระหมู่บ้าน เพื่อนบ้านช่วยขึ้นมาได้","เด็กชายวัย 7 ขวบพลัดตกลงในสระน้ำภายในหมู่บ้าน เพื่อนบ้านที่ผ่านมาเห็นและช่วยขึ้นมาได้ทัน แพทย์ระบุว่าปลอดภัยแล้วหลังสังเกตอาการหนึ่งคืน",accident,positive
"รถบรรทุกน้ำมันคว่ำ เจ้าหน้าที่ปิดถนนควบคุมพื้นที่","รถบรรทุกน้ำมันพลิกคว่ำบนถนนสายหลัก เจ้าหน้าที่ปิดถนนเป็นระยะทาง 2 กิโลเมตรเพื่อควบคุมความเสี่ยงเพลิงไหม้ ไม่มีรายงานผู้ได้รับบาดเจ็บและไม่มีน้ำมันรั่วไหลลงแหล่งน้ำ",accident,neutral
"ลิฟต์ค้างระหว่างชั้น ช่วยผู้ติดอยู่ 6 คนออกมาได้","ลิฟต์อาคารสำนักงานค้างระหว่างชั้นทำให้มีผู้ติดอยู่ภายใน 6 คน เจ้าหน้าที่กู้ภัยเปิดประตูและช่วยออกมาได้อย่างปลอดภัยภายใน 40 นาที เจ้าของอาคารสั่งตรวจสอบระบบทั้งหมด",accident,neutral
"รถชนกันบนสะพานลอย เศษกระจกร่วงใส่ถนนล่าง","อุบัติเหตุรถชนกันบนสะพานลอยทำให้เศษกระจกร่วงลงถนนด้านล่าง เจ้าหน้าที่เร่งเก็บกวาดเพื่อป้องกันยางรถแตก มีผู้ได้รับบาดเจ็บเล็กน้อย 2 ราย",accident,negative
"ผู้ขับขี่เมาแล้วขับชนกำแพงบ้าน เจ้าของบ้านไม่ได้รับบาดเจ็บ","ผู้ขับขี่ที่มีปริมาณแอลกอฮอล์เกินกำหนดพุ่งชนกำแพงบ้านพักอาศัยจนพัง เจ้าของบ้านไม่ได้รับบาดเจ็บเนื่องจากอยู่ด้านหลังบ้าน ตำรวจดำเนินคดีข้อหาเมาแล้วขับ",accident,negative
"ปรับปรุงทางโค้งอันตราย ลดอุบัติเหตุได้กว่าครึ่ง","กรมทางหลวงปรับปรุงทางโค้งที่เคยเกิดอุบัติเหตุซ้ำซาก โดยขยายไหล่ทางและติดตั้งแบริเออร์ ผลการติดตามหนึ่งปีพบว่าอุบัติเหตุในจุดดังกล่าวลดลงมากกว่าครึ่ง",accident,positive
"รถจักรยานยนต์ชนคนเดินเท้าบนทางเท้า","ผู้ขับขี่รถจักรยานยนต์ขึ้นขับบนทางเท้าและชนคนเดินเท้าจนได้รับบาดเจ็บ เทศบาลเตรียมเพิ่มการกวดขันการขับขี่บนทางเท้าและติดตั้งเสากั้นในจุดที่มีปัญหา",accident,negative
"รถเก๋งชนท้ายรถพ่วงติดไฟท้ายเสีย","รถเก๋งพุ่งชนท้ายรถพ่วงที่ไฟท้ายไม่ติดในช่วงกลางคืน คนขับรถเก๋งได้รับบาดเจ็บสาหัส ตำรวจดำเนินคดีเจ้าของรถพ่วงข้อหานำรถที่มีอุปกรณ์ไม่สมบูรณ์มาใช้บนถนน",accident,negative
"เหตุรถชนกันช่วงเช้า การจราจรกลับสู่ปกติเร็วกว่าคาด","อุบัติเหตุรถชนกันในช่วงเช้าเร่งด่วนทำให้การจราจรติดขัด แต่เจ้าหน้าที่สามารถเคลียร์พื้นที่ได้ภายใน 25 นาที ทำให้การจราจรกลับสู่ภาวะปกติเร็วกว่าที่คาดการณ์ไว้",accident,positive
"รถโรงเรียนเบรกทัน ไม่มีเด็กได้รับบาดเจ็บ","คนขับรถรับส่งนักเรียนเบรกได้ทันเมื่อรถคันหน้าหยุดฉุกเฉิน ทำให้ไม่เกิดการชนและไม่มีนักเรียนได้รับบาดเจ็บ โรงเรียนใช้เหตุการณ์นี้เป็นกรณีศึกษาอบรมความปลอดภัย",accident,positive
"หนุ่มขับรถตกร่องระบายน้ำที่ไม่มีฝาปิด","ผู้ขับขี่รถจักรยานยนต์ตกลงในร่องระบายน้ำที่ไม่มีฝาปิดริมถนน ได้รับบาดเจ็บที่ขาและต้องเข้าเฝือก ชาวบ้านระบุว่าแจ้งปัญหาฝาท่อหายไปหลายเดือนแล้วแต่ยังไม่ได้รับการแก้ไข",accident,negative
"เกิดเหตุรถชนกันในลานจอดรถห้าง ไม่มีผู้บาดเจ็บ","รถยนต์สองคันเฉี่ยวชนกันในลานจอดรถศูนย์การค้า ไม่มีผู้ได้รับบาดเจ็บ ทั้งสองฝ่ายตกลงเจรจาค่าเสียหายกันได้โดยไม่ต้องแจ้งความ",accident,neutral
"รถบรรทุกชนราวกั้นทางด่วน เจ้าหน้าที่ซ่อมแซมข้ามคืน","รถบรรทุกเสียหลักชนราวกั้นบนทางด่วนได้รับความเสียหายเป็นระยะทาง 30 เมตร เจ้าหน้าที่เข้าซ่อมแซมในช่วงกลางคืนเพื่อลดผลกระทบต่อการจราจร คนขับบาดเจ็บเล็กน้อย",accident,neutral
"เตือนระวังอุบัติเหตุช่วงปิดเทอม เด็กเล่นริมถนนเพิ่มขึ้น","หน่วยงานความปลอดภัยทางถนนเตือนผู้ขับขี่ให้ระมัดระวังเป็นพิเศษในช่วงปิดภาคเรียน เนื่องจากมีเด็กเล่นบริเวณริมถนนและในซอยเพิ่มขึ้น ควรลดความเร็วเมื่อผ่านเขตชุมชน",accident,neutral
"รถชนกันเพราะแซงในที่คับขัน บาดเจ็บ 4 ราย","อุบัติเหตุรถชนประสานงากันเกิดจากการแซงในบริเวณที่คับขันและมีเส้นทึบห้ามแซง มีผู้ได้รับบาดเจ็บรวม 4 ราย ตำรวจดำเนินคดีผู้ขับขี่ที่แซงผิดกฎจราจร",accident,negative
"ระบบแจ้งเหตุฉุกเฉินใหม่ ช่วยลดเวลาถึงที่เกิดเหตุ","หน่วยกู้ภัยเริ่มใช้ระบบแจ้งเหตุฉุกเฉินที่ระบุพิกัดอัตโนมัติ ทำให้เวลาเดินทางถึงที่เกิดเหตุลดลงเฉลี่ย 4 นาที ซึ่งมีผลอย่างมากต่อโอกาสรอดชีวิตของผู้ประสบเหตุ",accident,positive
