title,content,topic,sentiment
"ราคาชิปประมวลผลปรับลดลงหลังกำลังผลิตเพิ่ม","ราคาชิปประมวลผลในตลาดโลกปรับลดลงหลังผู้ผลิตเพิ่มกำลังการผลิต ส่งผลดีต่อผู้ผลิตอุปกรณ์อิเล็กทรอนิกส์ที่มีต้นทุนลดลงในรอบหลายไตรมาส",technology,positive
"ทดสอบระบบขับขี่อัตโนมัติในพื้นที่ปิด","หน่วยงานร่วมกับเอกชนทดสอบระบบขับขี่อัตโนมัติในพื้นที่ปิดเพื่อเก็บข้อมูลความปลอดภัย ก่อนพิจารณาขยายการทดสอบบนถนนจริงในอนาคต",technology,neutral
"แพลตฟอร์มโซเชียลปรับอัลกอริทึมแสดงเนื้อหา","แพลตฟอร์มโซเชียลมีเดียประกาศปรับอัลกอริทึมการแสดงเนื้อหาใหม่ โดยระบุว่าจะลดการแสดงเนื้อหาที่ทำให้เข้าใจผิด ผู้สร้างเนื้อหาบางส่วนกังวลเรื่องการเข้าถึงผู้ชม",technology,neutral
"เปิดตัวบริการแปลภาษาไทยด้วยเอไอที่แม่นยำขึ้น","ผู้ให้บริการเทคโนโลยีเปิดตัวระบบแปลภาษาไทยรุ่นใหม่ที่ใช้โมเดลขนาดใหญ่ ผลทดสอบพบว่าความแม่นยำในบริบทเฉพาะทางดีขึ้นชัดเจนกว่ารุ่นก่อน",technology,positive
"ผู้ใช้ร้องเรียนอัปเดตใหม่ทำให้เครื่องช้าลง","ผู้ใช้งานจำนวนมากร้องเรียนว่าการอัปเดตระบบปฏิบัติการรุ่นล่าสุดทำให้อุปกรณ์ทำงานช้าลงและแบตเตอรี่หมดเร็ว ผู้พัฒนารับทราบและเตรียมออกอัปเดตแก้ไข",technology,negative
"โรงพยาบาลนำเอไอช่วยอ่านภาพเอกซเรย์","โรงพยาบาลนำระบบปัญญาประดิษฐ์มาช่วยคัดกรองภาพเอกซเรย์ปอด ช่วยให้แพทย์จัดลำดับผู้ป่วยที่ต้องดูแลก่อนได้เร็วขึ้น โดยยังมีแพทย์เป็นผู้ตัดสินใจสุดท้าย",technology,positive
"ค่าบริการอินเทอร์เน็ตบ้านปรับลดลงจากการแข่งขัน","การแข่งขันในตลาดอินเทอร์เน็ตบ้านทำให้ผู้ให้บริการปรับลดค่าบริการและเพิ่มความเร็วในแพ็กเกจเดิม ผู้บริโภคได้ประโยชน์จากตัวเลือกที่มากขึ้น",technology,positive
"ระบบชำระเงินขัดข้องช่วงเทศกาล","ระบบชำระเงินออนไลน์ของผู้ให้บริการรายหนึ่งขัดข้องในช่วงเทศกาลที่มีธุรกรรมหนาแน่น ทำให้ร้านค้าและผู้ใช้ไม่สามารถทำรายการได้ชั่วคราว บริษัทออกมาขออภัย",technology,negative
"เปิดสอนหลักสูตรวิทยาการข้อมูลออนไลน์ฟรี","หน่วยงานร่วมกับมหาวิทยาลัยเปิดหลักสูตรวิทยาการข้อมูลออนไลน์แบบไม่มีค่าใช้จ่าย มีผู้ลงทะเบียนเกินเป้าหมายในสัปดาห์แรก สะท้อนความต้องการทักษะด้านนี้",technology,positive
"ถกเถียงเรื่องการใช้เอไอสร้างงานศิลปะ","วงการสร้างสรรค์ถกเถียงถึงขอบเขตการใช้ปัญญาประดิษฐ์สร้างผลงานศิลปะ ทั้งประเด็นลิขสิทธิ์และการให้เครดิต หน่วยงานที่เกี่ยวข้องเริ่มศึกษาแนวทางกำกับดูแล",technology,neutral
"โดรนช่วยสำรวจพื้นที่เกษตรแม่นยำขึ้น","เกษตรกรเริ่มใช้โดรนสำรวจแปลงเพาะปลูกเพื่อประเมินสุขภาพพืชและวางแผนให้ปุ๋ยอย่างแม่นยำ ช่วยลดต้นทุนและเพิ่มผลผลิตในแปลงทดลอง",technology,positive
"เตือนการใช้รหัสผ่านซ้ำเสี่ยงถูกเจาะบัญชี","ผู้เชี่ยวชาญด้านความปลอดภัยเตือนว่าการใช้รหัสผ่านเดียวกันหลายบริการทำให้เสี่ยงถูกเจาะบัญชีต่อเนื่อง แนะให้เปิดการยืนยันตัวตนสองขั้นตอนทุกบริการสำคัญ",technology,negative
"อุปกรณ์สวมใส่ช่วยติดตามสุขภาพผู้สูงอายุ","ผู้พัฒนาเปิดตัวอุปกรณ์สวมใส่ที่ติดตามอัตราการเต้นหัวใจและการล้มของผู้สูงอายุ พร้อมแจ้งเตือนญาติทันที ครอบครัวผู้ใช้งานระบุว่าช่วยให้คลายความกังวล",technology,positive
"ผู้ให้บริการปรับปรุงระบบหลังถูกโจมตีทางไซเบอร์","ผู้ให้บริการดิจิทัลรายหนึ่งเสริมความแข็งแรงของระบบหลังถูกโจมตีทางไซเบอร์ โดยยืนยันว่าข้อมูลผู้ใช้ไม่ได้รับความเสียหาย และเพิ่มการตรวจสอบอย่างต่อเนื่อง",technology,neutral
"เปิดศูนย์ข้อมูลใหม่รองรับความต้องการคลาวด์","บริษัทเทคโนโลยีเปิดศูนย์ข้อมูลแห่งใหม่ในประเทศไทย รองรับความต้องการบริการคลาวด์ที่เติบโต และช่วยให้ข้อมูลของลูกค้าจัดเก็บภายในประเทศได้",technology,positive
"ระบบจดจำใบหน้าถูกตั้งคำถามเรื่องความเป็นส่วนตัว","การนำระบบจดจำใบหน้ามาใช้ในพื้นที่สาธารณะถูกตั้งคำถามเรื่องความเป็นส่วนตัว องค์กรภาคประชาสังคมเรียกร้องให้กำหนดกรอบการใช้งานและระยะเวลาเก็บข้อมูลที่ชัดเจน",technology,negative
"อัปเดตซอฟต์แวร์ปิดช่องโหว่ร้ายแรงสำเร็จ","ผู้พัฒนาปล่อยอัปเดตปิดช่องโหว่ร้ายแรงได้สำเร็จภายใน 48 ชั่วโมงหลังได้รับรายงาน ผู้เชี่ยวชาญชื่นชมความรวดเร็วในการแก้ไขและการสื่อสารที่โปร่งใส",technology,positive
"ทดลองใช้บล็อกเชนตรวจสอบย้อนกลับสินค้าเกษตร","โครงการนำร่องใช้เทคโนโลยีบล็อกเชนบันทึกที่มาของสินค้าเกษตร ทำให้ผู้บริโภคตรวจสอบย้อนกลับได้ถึงแปลงปลูก ผู้ส่งออกมองว่าช่วยเพิ่มความน่าเชื่อถือ",technology,positive
"ค่าใช้จ่ายด้านไอทีขององค์กรเพิ่มขึ้น","ผลสำรวจองค์กรในไทยพบว่างบประมาณด้านเทคโนโลยีสารสนเทศเพิ่มขึ้น โดยส่วนใหญ่ลงทุนด้านความปลอดภัยและระบบวิเคราะห์ข้อมูลเป็นลำดับแรก",technology,neutral
"เปิดตัวรถยนต์ไฟฟ้ารุ่นประกอบในประเทศ","ค่ายรถเปิดตัวรถยนต์ไฟฟ้ารุ่นที่ประกอบในประเทศไทยเป็นครั้งแรก ทำให้ราคาจำหน่ายต่ำลงและช่วยสร้างงานในห่วงโซ่การผลิตชิ้นส่วนภายในประเทศ",technology,positive
"ผู้ใช้กังวลการเก็บข้อมูลของผู้ช่วยเสียง","ผู้ใช้งานแสดงความกังวลว่าอุปกรณ์ผู้ช่วยเสียงอาจบันทึกเสียงในบ้านโดยไม่ได้ตั้งใจ ผู้ผลิตชี้แจงกลไกการทำงานและเพิ่มปุ่มปิดไมโครโฟนทางกายภาพ",technology,negative
"พัฒนาแอปแจ้งเตือนภัยพิบัติแบบเรียลไทม์","หน่วยงานพัฒนาแอปพลิเคชันแจ้งเตือนภัยพิบัติที่ส่งข้อมูลตามพิกัดผู้ใช้แบบเรียลไทม์ ทดสอบในพื้นที่เสี่ยงพบว่าช่วยให้ประชาชนเตรียมตัวได้ทันเวลา",technology,positive
"ระบบไอทีของหน่วยงานล้าสมัย ต้องเร่งปรับปรุง","รายงานตรวจสอบพบว่าระบบเทคโนโลยีสารสนเทศของหน่วยงานหลายแห่งล้าสมัยและเสี่ยงต่อความปลอดภัย จึงเสนอให้จัดสรรงบประมาณปรับปรุงเป็นการเร่งด่วน",technology,negative
"นักเรียนไทยคว้ารางวัลแข่งขันเขียนโปรแกรม","ทีมนักเรียนไทยคว้ารางวัลจากการแข่งขันเขียนโปรแกรมระดับภูมิภาค โดยพัฒนาระบบช่วยจัดการขยะในชุมชน คณะกรรมการชื่นชมการนำเทคโนโลยีมาแก้ปัญหาจริง",technology,positive
"ปรับปรุงระบบเว็บไซต์ราชการให้ใช้บนมือถือได้ดีขึ้น","หน่วยงานปรับปรุงเว็บไซต์บริการประชาชนให้แสดงผลบนมือถือได้ดีขึ้นและเข้าถึงง่ายสำหรับผู้พิการ ผลประเมินการใช้งานพบว่าผู้ใช้ทำงานสำเร็จได้เร็วขึ้น",technology,positive
"เตือนอีเมลหลอกลวงแนบไฟล์อันตราย","ศูนย์ประสานงานด้านความปลอดภัยเตือนภัยอีเมลหลอกลวงที่แนบไฟล์อันตราย โดยปลอมเป็นใบแจ้งหนี้จากคู่ค้า แนะให้ตรวจสอบผู้ส่งก่อนเปิดไฟล์ทุกครั้ง",technology,negative
"ผู้ประกอบการนำระบบจัดการสต๊อกอัตโนมัติมาใช้","ร้านค้าปลีกขนาดกลางเริ่มนำระบบจัดการสต๊อกอัตโนมัติมาใช้ ช่วยลดสินค้าค้างสต๊อกและสินค้าขาด ทำให้บริหารเงินทุนหมุนเวียนได้ดีขึ้น",technology,positive
"ถกกฎหมายกำกับดูแลปัญญาประดิษฐ์","หน่วยงานเปิดเวทีรับฟังความคิดเห็นเกี่ยวกับแนวทางกำกับดูแลปัญญาประดิษฐ์ ครอบคลุมความรับผิด ความโปร่งใส และการคุ้มครองข้อมูลส่วนบุคคล",technology,neutral
"อินเทอร์เน็ตขัดข้องในหลายจังหวัดจากสายเคเบิลเสียหาย","ผู้ให้บริการแจ้งว่าอินเทอร์เน็ตขัดข้องในหลายจังหวัดเนื่องจากสายเคเบิลใยแก้วเสียหายจากงานก่อสร้าง ทีมช่างเข้าซ่อมและกู้คืนบริการได้ภายในคืนเดียวกัน",technology,negative
"เปิดตัวชุดข้อมูลเปิดสำหรับนักพัฒนา","หน่วยงานเปิดเผยชุดข้อมูลสาธารณะรูปแบบข้อมูลเปิดให้นักพัฒนานำไปใช้สร้างบริการใหม่ พร้อมเอกสารกำกับที่ชัดเจน ชุมชนนักพัฒนาตอบรับในทางบวก",technology,positive
"ระบบกล้องวงจรปิดอัจฉริยะช่วยงานจราจร","เทศบาลติดตั้งระบบกล้องวงจรปิดที่วิเคราะห์ปริมาณรถได้ ช่วยปรับสัญญาณไฟจราจรตามสภาพจริง ผลทดลองพบว่าเวลารอที่แยกลดลงในช่วงเร่งด่วน",technology,positive
"ผู้ใช้ถูกล็อกบัญชีเพราะระบบตรวจจับผิดพลาด","ผู้ใช้งานบางส่วนถูกระบบตรวจจับความผิดปกติล็อกบัญชีโดยไม่มีเหตุ ทำให้เข้าใช้บริการไม่ได้หลายชั่วโมง ผู้ให้บริการปรับเกณฑ์และคืนสิทธิ์การใช้งานแล้ว",technology,negative
"พัฒนาระบบรู้จำเสียงพูดภาษาไทยสำหรับผู้พิการ","ทีมวิจัยพัฒนาระบบรู้จำเสียงพูดภาษาไทยเพื่อช่วยผู้พิการทางการเคลื่อนไหวควบคุมอุปกรณ์ในบ้าน ผู้ทดลองใช้ระบุว่าสามารถใช้งานได้ด้วยตนเองมากขึ้น",technology,positive
"ตลาดอุปกรณ์เกมเติบโตต่อเนื่อง","ผู้จำหน่ายอุปกรณ์เกมรายงานยอดขายเติบโตต่อเนื่อง โดยกลุ่มอุปกรณ์เสริมและจอภาพความถี่สูงเป็นที่ต้องการมากที่สุดในกลุ่มผู้เล่นรุ่นใหม่",technology,neutral
"บริการสตรีมมิงปรับขึ้นค่าสมาชิก","ผู้ให้บริการสตรีมมิงประกาศปรับขึ้นค่าสมาชิกรายเดือน โดยระบุเหตุผลเรื่องต้นทุนเนื้อหา ผู้ใช้บางส่วนแสดงความไม่พอใจและพิจารณายกเลิกบริการ",technology,negative
"งานประชุมเทคโนโลยีในไทยมีผู้เข้าร่วมเป็นประวัติการณ์","งานประชุมด้านเทคโนโลยีที่จัดในกรุงเทพมหานครมีผู้เข้าร่วมมากเป็นประวัติการณ์ ทั้งนักพัฒนา นักลงทุน และผู้ประกอบการ สะท้อนความคึกคักของวงการในภูมิภาค",technology,positive
"ปรับปรุงระบบสำรองข้อมูลหลังบทเรียนจากเหตุขัดข้อง","องค์กรหลายแห่งทบทวนและปรับปรุงระบบสำรองข้อมูลหลังเกิดเหตุระบบขัดข้องในอุตสาหกรรม โดยเพิ่มการทดสอบกู้คืนข้อมูลเป็นประจำทุกไตรมาส",technology,neutral
"เตือนความเสี่ยงจากอุปกรณ์ไอโอทีที่ไม่อัปเดต","ผู้เชี่ยวชาญเตือนว่าอุปกรณ์ไอโอทีในบ้านที่ไม่ได้รับการอัปเดตซอฟต์แวร์อาจถูกใช้เป็นช่องทางโจมตีเครือข่าย แนะให้เปลี่ยนรหัสผ่านเริ่มต้นและอัปเดตสม่ำเสมอ",technology,negative
"ห้องเรียนเสมือนช่วยนักเรียนพื้นที่ห่างไกล","โครงการห้องเรียนเสมือนช่วยให้นักเรียนในพื้นที่ห่างไกลเรียนกับครูผู้เชี่ยวชาญได้ ผลการทดลองหนึ่งภาคเรียนพบว่าคะแนนวิชาคณิตศาสตร์ของผู้เรียนดีขึ้น",technology,positive
นักวิจัยไทยพัฒนาแบบจำลองภาษาไทยขนาดเล็กสำหรับงานเฉพาะทาง,คณะนักวิจัยจากมหาวิทยาลัยเปิดตัวแบบจำลองภาษาไทยขนาดเล็กที่ปรับแต่งสำหรับงานจำแนกเอกสารราชการ โดยระบุว่าใช้ทรัพยากรประมวลผลน้อยกว่าแบบจำลองขนาดใหญ่แต่ให้ความแม่นยำใกล้เคียงกัน,technology,positive
ผู้ให้บริการเครือข่ายขยายพื้นที่สัญญาณ 5G ครบทุกอำเภอ,"ผู้ให้บริการโทรคมนาคมประกาศขยายพื้นที่ให้บริการสัญญาณ 5G ครบทุกอำเภอทั่วประเทศ โดยติดตั้งสถานีฐานเพิ่มอีกกว่า 3,000 แห่งในปีที่ผ่านมา และเตรียมทดสอบบริการอินเทอร์เน็ตประจำที่แบบไร้สาย",technology,positive
พบช่องโหว่ความปลอดภัยในซอฟต์แวร์บริหารจัดการองค์กร,ศูนย์ประสานการรักษาความมั่นคงปลอดภัยระบบคอมพิวเตอร์แจ้งเตือนช่องโหว่ร้ายแรงในซอฟต์แวร์บริหารจัดการองค์กรที่มีการใช้งานแพร่หลาย และแนะนำให้ผู้ดูแลระบบติดตั้งแพตช์แก้ไขโดยเร็ว,technology,negative
ดาวเทียมสำรวจทรัพยากรดวงใหม่ส่งภาพชุดแรกกลับสู่สถานีภาคพื้น,สำนักงานพัฒนาเทคโนโลยีอวกาศรายงานว่าดาวเทียมสำรวจทรัพยากรดวงใหม่ส่งภาพถ่ายชุดแรกกลับมายังสถานีภาคพื้นเรียบร้อย โดยจะนำไปใช้ติดตามพื้นที่เกษตรและการเปลี่ยนแปลงการใช้ที่ดิน,technology,positive
กระทรวงเปิดรับฟังความเห็นร่างแนวปฏิบัติการใช้ปัญญาประดิษฐ์,กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคมเปิดรับฟังความคิดเห็นต่อร่างแนวปฏิบัติการใช้ปัญญาประดิษฐ์ในหน่วยงานรัฐ กำหนดระยะเวลารับฟังความเห็น 30 วัน ก่อนเสนอคณะกรรมการพิจารณา,technology,neutral
โรงงานผลิตเซมิคอนดักเตอร์แห่งใหม่เริ่มเดินสายการผลิต,โรงงานประกอบและทดสอบชิปเซมิคอนดักเตอร์แห่งใหม่ในนิคมอุตสาหกรรมเริ่มเดินสายการผลิตในระยะแรก โดยจะรับพนักงานด้านวิศวกรรมเพิ่มและร่วมมือกับสถาบันการศึกษาในการฝึกอบรมบุคลากร,technology,positive
แอปพลิเคชันบริการภาครัฐเพิ่มฟังก์ชันยืนยันตัวตนรูปแบบใหม่,หน่วยงานผู้พัฒนาแอปพลิเคชันบริการภาครัฐแจ้งการปรับปรุงระบบ เพิ่มฟังก์ชันยืนยันตัวตนรูปแบบใหม่ และประกาศช่วงเวลาปิดปรับปรุงระบบชั่วคราวในคืนวันเสาร์ตามกำหนดการที่เผยแพร่,technology,neutral
ระบบคลาวด์ของผู้ให้บริการรายใหญ่ขัดข้องกระทบผู้ใช้งานหลายพันราย,ระบบคลาวด์ของผู้ให้บริการรายใหญ่เกิดเหตุขัดข้องเป็นเวลาหลายชั่วโมง ส่งผลกระทบต่อเว็บไซต์และแอปพลิเคชันของลูกค้าหลายพันราย บริษัทออกแถลงการณ์ขออภัยและระบุว่าอยู่ระหว่างตรวจสอบสาเหตุ,technology,negative
สถาบันวิจัยเผยแพร่ชุดข้อมูลเสียงภาษาไทยแบบเปิด,สถาบันวิจัยด้านปัญญาประดิษฐ์เผยแพร่ชุดข้อมูลเสียงภาษาไทยแบบเปิดสำหรับงานรู้จำเสียงพูด ครอบคลุมผู้พูดหลายภูมิภาค โดยกำหนดเงื่อนไขการใช้งานเพื่อการวิจัยและระบุวิธีอ้างอิงแหล่งข้อมูล,technology,neutral
ผู้ใช้งานร้องเรียนปัญหาข้อมูลส่วนบุคคลรั่วไหลจากเว็บไซต์ซื้อขายสินค้า,ผู้ใช้งานจำนวนมากร้องเรียนว่าข้อมูลส่วนบุคคลรั่วไหลจากเว็บไซต์ซื้อขายสินค้าออนไลน์ คณะกรรมการคุ้มครองข้อมูลส่วนบุคคลรับเรื่องไว้ตรวจสอบ และสั่งให้ผู้ควบคุมข้อมูลรายงานเหตุการณ์ภายในกำหนด,technology,negative
เปิดตัวระบบชำระเงินข้ามแดนด้วยรหัสคิวอาร์เพิ่มอีกสองประเทศ,ธนาคารผู้ให้บริการประกาศขยายระบบชำระเงินข้ามแดนด้วยรหัสคิวอาร์ไปยังอีกสองประเทศในภูมิภาค ทำให้นักท่องเที่ยวสามารถสแกนจ่ายผ่านแอปพลิเคชันธนาคารของตนได้โดยไม่ต้องแลกเงินสด,technology,positive
มหาวิทยาลัยเปิดหลักสูตรระยะสั้นด้านวิทยาการข้อมูลสำหรับบุคลากรวัยทำงาน,มหาวิทยาลัยประกาศเปิดหลักสูตรระยะสั้นด้านวิทยาการข้อมูลสำหรับบุคลากรวัยทำงาน เรียนแบบผสมผสานทั้งในห้องเรียนและออนไลน์ เปิดรับสมัครตามช่วงเวลาที่กำหนดและระบุคุณสมบัติผู้สมัครไว้ชัดเจน,technology,neutral
