title,content,topic,sentiment
"ขบวนการฟอกเงินถูกทลาย อายัดทรัพย์กว่า 200 ล้าน","หน่วยงานปราบปรามการฟอกเงินทลายขบวนการที่ใช้บริษัทบังหน้าโยกย้ายเงินผิดกฎหมาย อายัดทรัพย์สินได้มูลค่ากว่า 200 ล้านบาท และดำเนินคดีผู้เกี่ยวข้อง 9 ราย",crime,positive
"เหตุยิงกันในพื้นที่ชุมชน ไม่มีผู้เสียชีวิต","เกิดเหตุยิงกันระหว่างกลุ่มวัยรุ่นในพื้นที่ชุมชนช่วงกลางคืน ไม่มีผู้เสียชีวิตแต่มีผู้ได้รับบาดเจ็บ 1 ราย เจ้าหน้าที่เพิ่มกำลังสายตรวจเพื่อป้องกันเหตุซ้ำ",crime,negative
"จับผู้ต้องหาปลอมเอกสารราชการเพื่อขอสินเชื่อ","เจ้าหน้าที่จับกุมผู้ต้องหาที่ปลอมเอกสารราชการเพื่อใช้ยื่นขอสินเชื่อจากสถาบันการเงิน ตรวจพบการกระทำลักษณะเดียวกันหลายครั้ง ธนาคารเสียหายรวมหลายล้านบาท",crime,negative
"ตำรวจช่วยเหยื่อค้ามนุษย์ออกจากสถานประกอบการ","เจ้าหน้าที่เข้าตรวจสอบสถานประกอบการต้องสงสัยและช่วยเหลือผู้เสียหายจากการค้ามนุษย์ได้ 7 ราย ผู้เสียหายเข้าสู่กระบวนการคุ้มครองและฟื้นฟู ผู้ต้องหาถูกดำเนินคดี",crime,positive
"คดีโจรกรรมข้อมูลลูกค้า บริษัทเร่งแจ้งผู้ได้รับผลกระทบ","บริษัทแห่งหนึ่งแจ้งเหตุข้อมูลลูกค้าถูกโจรกรรมและเร่งแจ้งเตือนผู้ได้รับผลกระทบให้เปลี่ยนรหัสผ่าน เจ้าหน้าที่กำลังสืบหาผู้กระทำผิดและตรวจสอบช่องโหว่ของระบบ",crime,negative
"บุกทลายบ่อนการพนันในบ้านพัก จับกุม 18 ราย","เจ้าหน้าที่บุกเข้าตรวจค้นบ้านพักที่ใช้เป็นบ่อนการพนัน จับกุมผู้เล่นและเจ้ามือรวม 18 ราย พร้อมยึดเงินสดและอุปกรณ์การพนันเป็นของกลาง",crime,neutral
"เยาวชนก่อเหตุลักทรัพย์ ผู้ปกครองรับตัวไปดูแล","เยาวชนกลุ่มหนึ่งก่อเหตุลักทรัพย์ในร้านค้า เจ้าหน้าที่ควบคุมตัวและส่งเข้าสู่กระบวนการสำหรับเยาวชน ผู้ปกครองรับตัวไปดูแลพร้อมชดใช้ค่าเสียหายให้เจ้าทรัพย์",crime,neutral
"เตือนระวังคดีหลอกให้กดลิงก์ปลอม สูญเงินในบัญชี","ตำรวจไซเบอร์เตือนประชาชนอย่ากดลิงก์ที่ส่งมาทางข้อความสั้น เนื่องจากพบผู้เสียหายจำนวนมากถูกดูดเงินออกจากบัญชีหลังกรอกข้อมูลในหน้าเว็บปลอม",crime,negative
"ตำรวจไซเบอร์กู้เงินคืนผู้เสียหายได้บางส่วน","เจ้าหน้าที่ตำรวจไซเบอร์สามารถอายัดบัญชีปลายทางได้ทันเวลาและกู้เงินคืนให้ผู้เสียหายในคดีหลอกลงทุนได้บางส่วน ย้ำว่าการแจ้งเหตุภายใน 72 ชั่วโมงเพิ่มโอกาสได้เงินคืน",crime,positive
"ชายลักน้ำมันจากรถบรรทุกในลานจอด","เจ้าหน้าที่จับกุมผู้ต้องหาที่ลักน้ำมันจากรถบรรทุกที่จอดในลานพักรถ โดยกระทำต่อเนื่องหลายครั้ง ผู้ประกอบการขนส่งระบุว่าเสียหายรวมหลายหมื่นบาทต่อเดือน",crime,negative
"คดีทำลายทรัพย์สินสาธารณะ ผู้ก่อเหตุยอมชดใช้","ผู้ก่อเหตุทำลายป้ายและอุปกรณ์สาธารณะในสวนสาธารณะยอมรับผิดและตกลงชดใช้ค่าเสียหายให้หน่วยงานท้องถิ่น เทศบาลเตรียมเพิ่มกล้องวงจรปิดในพื้นที่",crime,neutral
"จับผู้ต้องหาคดีข่มขืน หลังตรวจพิสูจน์หลักฐานทางนิติเวช","เจ้าหน้าที่จับกุมผู้ต้องหาในคดีล่วงละเมิดทางเพศได้หลังผลตรวจพิสูจน์หลักฐานทางนิติเวชยืนยันตัวบุคคล ผู้เสียหายได้รับการดูแลด้านจิตใจจากหน่วยงานที่เกี่ยวข้อง",crime,positive
"เตือนภัยการโจรกรรมในช่วงวันหยุดยาว","ตำรวจแนะประชาชนที่เดินทางในช่วงวันหยุดยาวตรวจสอบความปลอดภัยของบ้านพัก ฝากบ้านไว้กับสถานีตำรวจ และหลีกเลี่ยงการโพสต์ภาพการเดินทางแบบเรียลไทม์",crime,neutral
"ตำรวจจับผู้ต้องหาคดีปล้นทรัพย์ได้ภายใน 24 ชั่วโมง","เจ้าหน้าที่ใช้เวลาไม่ถึง 24 ชั่วโมงในการติดตามจับกุมผู้ต้องหาคดีปล้นทรัพย์ โดยประสานข้อมูลจากกล้องวงจรปิดหลายจุดและพยานในพื้นที่ ของกลางถูกส่งคืนผู้เสียหาย",crime,positive
"พบการลักลอบทิ้งกากอุตสาหกรรม ดำเนินคดีเจ้าของกิจการ","เจ้าหน้าที่ตรวจพบการลักลอบนำกากอุตสาหกรรมไปทิ้งในพื้นที่รับซื้อของเก่า ดำเนินคดีเจ้าของกิจการและผู้ขนส่ง พร้อมสั่งให้ขนย้ายกากออกจากพื้นที่ทั้งหมด",crime,negative
"หนุ่มถูกจับหลังแฮ็กบัญชีสื่อสังคมออนไลน์ผู้อื่น","เจ้าหน้าที่จับกุมผู้ต้องหาที่เข้าถึงบัญชีสื่อสังคมออนไลน์ของผู้อื่นโดยไม่ได้รับอนุญาตและใช้หลอกยืมเงินจากรายชื่อผู้ติดต่อ มีผู้เสียหายหลายสิบราย",crime,negative
"ชุมชนตั้งกลุ่มเฝ้าระวัง อาชญากรรมในซอยลดลง","ชาวบ้านในชุมชนรวมตัวตั้งกลุ่มเฝ้าระวังและติดตั้งกล้องวงจรปิดร่วมกัน ทำให้คดีลักทรัพย์ในพื้นที่ลดลงอย่างเห็นได้ชัดในรอบครึ่งปี ตำรวจยกเป็นตัวอย่างการมีส่วนร่วมของชุมชน",crime,positive
"คดีทุจริตจัดซื้อจัดจ้าง ส่งฟ้องผู้เกี่ยวข้อง","หน่วยงานตรวจสอบส่งสำนวนคดีทุจริตการจัดซื้อจัดจ้างในโครงการก่อสร้างให้อัยการพิจารณาสั่งฟ้อง มีเจ้าหน้าที่รัฐและเอกชนเกี่ยวข้องรวม 6 ราย",crime,negative
"ตำรวจตรวจยึดบุหรี่ไฟฟ้าผิดกฎหมายจำนวนมาก","เจ้าหน้าที่เข้าตรวจค้นโกดังและยึดบุหรี่ไฟฟ้าที่นำเข้าโดยผิดกฎหมายมูลค่ากว่า 3 ล้านบาท ผู้ครอบครองถูกดำเนินคดีตามกฎหมายศุลกากรและกฎหมายที่เกี่ยวข้อง",crime,neutral
"คนร้ายงัดตู้บริจาคในวัด ชาวบ้านช่วยจับได้","คนร้ายงัดตู้บริจาคภายในวัดแต่ถูกชาวบ้านที่สังเกตเห็นช่วยกันจับกุมและส่งมอบให้เจ้าหน้าที่ เงินบริจาคได้รับคืนครบถ้วน เจ้าอาวาสไม่ประสงค์เอาความแต่ให้ดำเนินคดีตามกฎหมาย",crime,positive
"เหตุทะเลาะวิวาทหน้าสถานบันเทิง บาดเจ็บ 3 ราย","เกิดเหตุทะเลาะวิวาทระหว่างสองกลุ่มบริเวณหน้าสถานบันเทิง มีผู้ได้รับบาดเจ็บ 3 ราย เจ้าหน้าที่ควบคุมสถานการณ์ได้และเรียกทั้งสองฝ่ายมาไกล่เกลี่ย",crime,negative
"จับกุมผู้ลักลอบขนแรงงานข้ามชายแดน","เจ้าหน้าที่สกัดจับรถบรรทุกที่ลักลอบขนแรงงานข้ามชายแดนได้ 15 คน ผู้ขนส่งถูกดำเนินคดี แรงงานเข้าสู่กระบวนการคัดแยกเพื่อตรวจสอบว่าเป็นผู้เสียหายจากการค้ามนุษย์หรือไม่",crime,neutral
"ตำรวจเปิดสายด่วนรับแจ้งเหตุออนไลน์ ใช้งานง่ายขึ้น","หน่วยงานตำรวจเปิดช่องทางแจ้งเหตุอาชญากรรมออนไลน์รูปแบบใหม่ที่ใช้งานง่ายและติดตามสถานะคดีได้ ประชาชนตอบรับดีโดยมีการแจ้งเหตุผ่านระบบใหม่กว่า 5,000 เรื่องในเดือนแรก",crime,positive
"คดีปลอมแปลงสินค้าแบรนด์ดัง ยึดของกลางเต็มโกดัง","เจ้าหน้าที่บุกค้นโกดังและยึดสินค้าปลอมแปลงเครื่องหมายการค้าเต็มพื้นที่ มูลค่าความเสียหายที่เจ้าของสิทธิ์ประเมินไว้กว่า 20 ล้านบาท ผู้ต้องหา 2 รายถูกควบคุมตัว",crime,negative
"ชายก่อเหตุขับรถชนแล้วหนี ถูกจับหลังมอบตัว","ผู้ก่อเหตุขับรถชนผู้อื่นแล้วหลบหนีเข้ามอบตัวกับเจ้าหน้าที่ในวันรุ่งขึ้น พร้อมแสดงความประสงค์ชดใช้ค่าเสียหาย ตำรวจยังดำเนินคดีตามกฎหมายในความผิดที่เกิดขึ้น",crime,neutral
"ยึดรถหรูที่ได้จากการฉ้อโกง คืนสถาบันการเงิน","เจ้าหน้าที่ยึดรถยนต์หรูที่ผู้ต้องหาได้มาจากการฉ้อโกงสินเชื่อและส่งคืนสถาบันการเงินที่เสียหาย พร้อมขยายผลตรวจสอบทรัพย์สินอื่นที่อาจได้มาโดยมิชอบ",crime,positive
"เตือนอย่าให้ผู้อื่นใช้บัญชีธนาคาร เสี่ยงเป็นบัญชีม้า","หน่วยงานเตือนประชาชนไม่ให้เปิดบัญชีธนาคารให้ผู้อื่นใช้ เพราะอาจตกเป็นผู้ต้องหาในคดีบัญชีม้าที่ใช้รับโอนเงินจากการหลอกลวง ซึ่งมีโทษทั้งจำและปรับ",crime,neutral
"คดีลอบวางเพลิงโรงเก็บสินค้า พบเบาะแสผู้ก่อเหตุ","เจ้าหน้าที่ตรวจที่เกิดเหตุเพลิงไหม้โรงเก็บสินค้าและพบร่องรอยการลอบวางเพลิง อยู่ระหว่างติดตามผู้ต้องสงสัยจากภาพวงจรปิดในบริเวณใกล้เคียง เจ้าของกิจการเสียหายหลายล้านบาท",crime,negative
"ตำรวจร่วมชุมชนอบรมป้องกันภัยไซเบอร์ให้ผู้สูงอายุ","เจ้าหน้าที่ตำรวจจัดอบรมให้ความรู้ผู้สูงอายุเรื่องการป้องกันการหลอกลวงทางออนไลน์ ผู้เข้าร่วมกว่า 300 คนได้เรียนรู้วิธีสังเกตข้อความหลอกลวงและช่องทางแจ้งเหตุที่ถูกต้อง",crime,positive
