title,content,topic,sentiment
"ดินสไลด์ปิดเส้นทางขึ้นดอย รถผ่านไม่ได้","ดินสไลด์จากฝนตกหนักปิดเส้นทางขึ้นดอยเป็นระยะทางกว่า 50 เมตร ทำให้รถไม่สามารถผ่านได้ เจ้าหน้าที่นำเครื่องจักรเข้าเปิดทางและคาดว่าจะใช้เวลาสองวัน",disaster,negative
"เตรียมพร้อมรับมือฤดูฝน ซ้อมแผนอพยพ","หน่วยงานท้องถิ่นจัดซ้อมแผนอพยพรับมือฤดูฝนร่วมกับชุมชน ครอบคลุมเส้นทางอพยพและจุดรวมพล ผู้เข้าร่วมระบุว่าเข้าใจขั้นตอนชัดเจนกว่าปีก่อน",disaster,positive
"ภัยแล้งกระทบพื้นที่เกษตรกว่าแสนไร่","สถานการณ์ภัยแล้งกระทบพื้นที่เกษตรกว่าหนึ่งแสนไร่ ทำให้ผลผลิตเสียหายและเกษตรกรขาดรายได้ หน่วยงานเร่งจัดรถบรรทุกน้ำและขุดบ่อน้ำตื้นเพิ่มในพื้นที่ขาดแคลน",disaster,negative
"พบผู้สูญหายจากน้ำป่าปลอดภัยแล้ว","ทีมค้นหาพบผู้สูญหายจากเหตุน้ำป่าไหลหลากทั้งสองคนในสภาพปลอดภัย หลังติดอยู่บนที่สูงเป็นเวลาข้ามคืน แพทย์ตรวจร่างกายและระบุว่าไม่มีอาการรุนแรง",disaster,positive
"ลมกระโชกแรงพัดป้ายโฆษณาล้มทับรถ","ลมกระโชกแรงพัดป้ายโฆษณาขนาดใหญ่ล้มทับรถยนต์ที่จอดอยู่ริมถนน 3 คัน ไม่มีผู้ได้รับบาดเจ็บ เจ้าหน้าที่สั่งตรวจสอบความมั่นคงของป้ายอื่นในพื้นที่",disaster,negative
"เขื่อนระบายน้ำตามแผน ประชาชนได้รับแจ้งล่วงหน้า","กรมชลประทานแจ้งการระบายน้ำจากเขื่อนตามแผนบริหารจัดการน้ำ พร้อมประชาสัมพันธ์ให้ประชาชนริมแม่น้ำทราบล่วงหน้าสามวันเพื่อเตรียมขนย้ายทรัพย์สิน",disaster,neutral
"น้ำทะเลหนุนสูงท่วมชุมชนริมฝั่ง","น้ำทะเลหนุนสูงประกอบกับน้ำเหนือไหลลง ทำให้ชุมชนริมฝั่งแม่น้ำถูกน้ำท่วมในช่วงเช้า ประชาชนต้องใช้เรือสัญจร เจ้าหน้าที่นำกระสอบทรายเสริมแนวป้องกัน",disaster,negative
"ทีมกู้ภัยต่างจังหวัดเข้าเสริมกำลังพื้นที่ประสบภัย","ทีมกู้ภัยจากหลายจังหวัดเดินทางเข้าเสริมกำลังในพื้นที่ประสบภัย พร้อมนำเรือท้องแบนและเครื่องสูบน้ำ ช่วยเร่งการช่วยเหลือผู้ติดค้างในพื้นที่น้ำลึก",disaster,positive
"ประเมินความเสียหายภาคเกษตรหลังน้ำลด","หลังน้ำลดลง หน่วยงานเริ่มลงพื้นที่ประเมินความเสียหายภาคเกษตรเพื่อจ่ายเงินชดเชย โดยจะใช้ภาพถ่ายดาวเทียมร่วมกับการสำรวจภาคสนามเพื่อความรวดเร็ว",disaster,neutral
"ฟ้าผ่าทำให้ระบบไฟฟ้าขัดข้องเป็นวงกว้าง","ฟ้าผ่าลงหม้อแปลงทำให้ระบบไฟฟ้าขัดข้องเป็นวงกว้างในหลายตำบล การไฟฟ้าเร่งซ่อมและคืนระบบได้ภายในหกชั่วโมง ไม่มีรายงานผู้ได้รับบาดเจ็บ",disaster,negative
"หมอกควันปกคลุมพื้นที่ ค่าฝุ่นเกินมาตรฐาน","หมอกควันจากการเผาในที่โล่งปกคลุมพื้นที่ ทำให้ค่าฝุ่นละอองเกินมาตรฐานต่อเนื่องหลายวัน หน่วยงานประกาศเตือนกลุ่มเสี่ยงและเข้มงวดการห้ามเผา",disaster,negative
"บริจาคถุงยังชีพถึงมือผู้ประสบภัยครบทุกครัวเรือน","หน่วยงานร่วมกับภาคเอกชนกระจายถุงยังชีพถึงมือผู้ประสบภัยครบทุกครัวเรือนในพื้นที่ประกาศภัยพิบัติ โดยใช้ข้อมูลทะเบียนบ้านตรวจสอบเพื่อไม่ให้ตกหล่น",disaster,positive
"เตือนคลื่นลมแรง ห้ามเรือเล็กออกจากฝั่ง","กรมอุตุนิยมวิทยาประกาศเตือนคลื่นลมแรงในทะเล โดยขอให้เรือเล็กงดออกจากฝั่งในช่วงสามวันข้างหน้า ผู้ประกอบการเรือท่องเที่ยวประกาศงดให้บริการชั่วคราว",disaster,neutral
"ซ่อมแซมถนนที่ชำรุดจากน้ำท่วมเสร็จเร็วกว่ากำหนด","หน่วยงานทางหลวงซ่อมแซมถนนที่ชำรุดจากน้ำท่วมเสร็จเร็วกว่ากำหนดหนึ่งสัปดาห์ ทำให้ประชาชนสัญจรได้ตามปกติและการขนส่งสินค้าเกษตรกลับมาเดินได้",disaster,positive
"อาคารเรียนได้รับความเสียหายจากพายุ","พายุพัดหลังคาอาคารเรียนเสียหาย ทำให้ต้องหยุดการเรียนการสอนชั่วคราวสองวัน โรงเรียนย้ายนักเรียนไปเรียนที่อาคารอื่นระหว่างรอการซ่อมแซม",disaster,negative
"จัดตั้งศูนย์บัญชาการเหตุการณ์ในพื้นที่ประสบภัย","จังหวัดจัดตั้งศูนย์บัญชาการเหตุการณ์เพื่อประสานการช่วยเหลือในพื้นที่ประสบภัย รวมข้อมูลจากทุกหน่วยงานไว้ที่จุดเดียว ทำให้การส่งความช่วยเหลือไม่ซ้ำซ้อน",disaster,neutral
"ปริมาณน้ำฝนสะสมสูงสุดในรอบ 20 ปี","สถานีตรวจวัดรายงานปริมาณน้ำฝนสะสมในรอบสัปดาห์สูงสุดในรอบ 20 ปี ส่งผลให้ลำน้ำหลายสายมีระดับน้ำล้นตลิ่ง หน่วยงานยกระดับการเฝ้าระวังเป็นระดับสูงสุด",disaster,negative
"เกษตรกรได้รับเงินชดเชยความเสียหายจากภัยแล้ง","เกษตรกรในพื้นที่ประกาศภัยแล้งได้รับเงินชดเชยความเสียหายตามเกณฑ์ โดยโอนเข้าบัญชีโดยตรง ผู้ได้รับระบุว่าช่วยบรรเทาภาระต้นทุนการเพาะปลูกรอบถัดไป",disaster,positive
"เตือนระวังสัตว์มีพิษหลังน้ำท่วม","หน่วยงานสาธารณสุขเตือนประชาชนในพื้นที่น้ำลดให้ระวังสัตว์มีพิษที่หนีน้ำเข้ามาในบ้าน และให้สวมรองเท้าบูตขณะทำความสะอาดเพื่อป้องกันโรคฉี่หนู",disaster,neutral
"ชุมชนสร้างแนวป้องกันน้ำท่วมด้วยตัวเอง","ชาวบ้านในชุมชนริมน้ำร่วมกันสร้างแนวป้องกันน้ำท่วมชั่วคราวจากกระสอบทรายก่อนมวลน้ำมาถึง ทำให้บ้านเรือนส่วนใหญ่ในชุมชนไม่ได้รับความเสียหาย",disaster,positive
"ผู้ประสบภัยขาดน้ำดื่มสะอาดในบางจุด","ผู้ประสบภัยในพื้นที่ที่เข้าถึงยากรายงานว่าขาดน้ำดื่มสะอาด เนื่องจากเส้นทางขนส่งถูกตัดขาด เจ้าหน้าที่ใช้เฮลิคอปเตอร์ลำเลียงน้ำและอาหารเข้าไปให้",disaster,negative
"ติดตั้งเครื่องวัดระดับน้ำอัตโนมัติเพิ่มในลำน้ำเสี่ยง","หน่วยงานติดตั้งเครื่องวัดระดับน้ำอัตโนมัติเพิ่มในลำน้ำที่มีความเสี่ยง ส่งข้อมูลเข้าศูนย์เตือนภัยแบบเรียลไทม์ ช่วยให้แจ้งเตือนชุมชนปลายน้ำได้เร็วขึ้น",disaster,positive
"ตลาดสดถูกน้ำท่วม ผู้ค้าเสียหายหนัก","น้ำท่วมเข้าตลาดสดในตัวเมือง ทำให้ผู้ค้ากว่า 150 รายได้รับความเสียหาย สินค้าและอุปกรณ์จำนวนมากใช้งานไม่ได้ เทศบาลจัดพื้นที่ค้าขายชั่วคราวให้",disaster,negative
"อาสาสมัครช่วยทำความสะอาดบ้านผู้ประสบภัย","กลุ่มอาสาสมัครกว่า 400 คนเข้าช่วยทำความสะอาดบ้านผู้ประสบภัยหลังน้ำลด โดยเน้นบ้านผู้สูงอายุและผู้ป่วยติดเตียงที่ไม่สามารถทำเองได้",disaster,positive
"ประกาศเขตพื้นที่ประสบภัยพิบัติเพิ่ม 4 อำเภอ","ผู้ว่าราชการจังหวัดประกาศเพิ่มเขตพื้นที่ประสบภัยพิบัติอีก 4 อำเภอ เพื่อให้สามารถใช้งบทดรองราชการช่วยเหลือประชาชนได้ทันท่วงทีตามระเบียบ",disaster,neutral
"ระบบระบายน้ำในเมืองรับปริมาณฝนไม่ทัน","ปริมาณฝนที่ตกหนักในเวลาสั้นเกินความสามารถของระบบระบายน้ำในเมือง ทำให้เกิดน้ำท่วมขังบนถนนสายหลัก หน่วยงานเร่งลอกท่อและเพิ่มเครื่องสูบน้ำในจุดเสี่ยง",disaster,negative
"ฝึกอบรมชุมชนใช้เครื่องมือกู้ภัยเบื้องต้น","หน่วยงานจัดอบรมให้ชุมชนใช้เครื่องมือกู้ภัยเบื้องต้นและการปฐมพยาบาล เพื่อให้ช่วยเหลือกันได้ในชั่วโมงแรกก่อนทีมกู้ภัยเดินทางมาถึง",disaster,positive
"สถานการณ์ไฟป่าคลี่คลาย ควบคุมเพลิงได้ทั้งหมด","เจ้าหน้าที่ควบคุมไฟป่าได้ทั้งหมดหลังปฏิบัติงานต่อเนื่องสามวัน โดยไม่มีผู้ได้รับบาดเจ็บ หน่วยงานเตรียมทำแนวกันไฟเพิ่มเพื่อป้องกันการลุกลามซ้ำ",disaster,positive
"บ้านเรือนริมตลิ่งเสี่ยงพังจากน้ำกัดเซาะ","ระดับน้ำที่ไหลแรงกัดเซาะตลิ่ง ทำให้บ้านเรือนริมน้ำหลายหลังเสี่ยงพังทลาย เจ้าหน้าที่แจ้งให้ย้ายออกชั่วคราวและเร่งวางแนวหินป้องกันการกัดเซาะ",disaster,negative
"เตือนพายุลูกใหม่เข้าใกล้ ให้เตรียมพร้อม","กรมอุตุนิยมวิทยาแจ้งเตือนพายุลูกใหม่ที่กำลังเคลื่อนเข้าใกล้ โดยคาดว่าจะส่งผลให้มีฝนตกหนักในสามวันข้างหน้า ขอให้ประชาชนติดตามประกาศอย่างใกล้ชิด",disaster,neutral
"กู้ภัยช่วยผู้ป่วยติดเตียงออกจากพื้นที่น้ำท่วมสำเร็จ","ทีมกู้ภัยใช้เรือท้องแบนเคลื่อนย้ายผู้ป่วยติดเตียงและผู้สูงอายุออกจากพื้นที่น้ำท่วมลึกได้สำเร็จ 12 ราย โดยประสานโรงพยาบาลรับตัวไว้ดูแลต่อ",disaster,positive
"โรงเรียนปิดการเรียนการสอนเพราะน้ำท่วม","โรงเรียนในพื้นที่น้ำท่วมประกาศปิดการเรียนการสอนชั่วคราว และปรับเป็นการเรียนออนไลน์สำหรับนักเรียนที่มีอุปกรณ์ ส่วนที่ไม่มีจะจัดสอนชดเชยภายหลัง",disaster,negative
"ปรับปรุงคันกั้นน้ำเสร็จก่อนฤดูฝน","หน่วยงานปรับปรุงคันกั้นน้ำในพื้นที่เสี่ยงเสร็จก่อนเข้าฤดูฝน ครอบคลุมระยะทาง 8 กิโลเมตร ชาวบ้านในพื้นที่ระบุว่ารู้สึกมั่นใจมากขึ้นกว่าปีก่อน",disaster,positive
"เกิดเหตุอาคารถล่มบางส่วนหลังฝนตกหนัก","อาคารเก่าในพื้นที่ถล่มบางส่วนหลังฝนตกหนักต่อเนื่อง ไม่มีผู้ได้รับบาดเจ็บเนื่องจากไม่มีผู้พักอาศัย เจ้าหน้าที่กันพื้นที่และสั่งรื้อถอนส่วนที่เสี่ยง",disaster,negative
"แจกจ่ายน้ำสะอาดในพื้นที่ประสบภัยแล้ง","หน่วยงานจัดรถบรรทุกน้ำแจกจ่ายน้ำสะอาดให้ชุมชนที่ประสบภัยแล้งอย่างต่อเนื่องทุกสัปดาห์ ชาวบ้านระบุว่าเพียงพอสำหรับการอุปโภคบริโภคในครัวเรือน",disaster,positive
"สรุปความเสียหายจากพายุ ครัวเรือนกระทบ 3,000 หลัง","จังหวัดสรุปความเสียหายจากพายุ พบว่ามีครัวเรือนได้รับผลกระทบราว 3,000 หลัง ส่วนใหญ่เป็นหลังคาและรั้ว หน่วยงานเริ่มกระบวนการช่วยเหลือตามระเบียบ",disaster,neutral
"ประชาชนได้รับแจ้งเตือนผ่านมือถือทันเวลา","ระบบแจ้งเตือนภัยผ่านโทรศัพท์มือถือส่งข้อความถึงประชาชนในพื้นที่เสี่ยงได้ทันเวลา ทำให้หลายครัวเรือนขนย้ายทรัพย์สินขึ้นที่สูงได้ก่อนน้ำเข้าท่วม",disaster,positive
"ฝนทิ้งช่วงกระทบการเพาะปลูกข้าว","สถานการณ์ฝนทิ้งช่วงทำให้เกษตรกรที่หว่านข้าวไว้ประสบปัญหาต้นข้าวไม่เติบโต บางรายต้องหว่านซ้ำ ทำให้ต้นทุนเพิ่มขึ้นและเสี่ยงเก็บเกี่ยวล่าช้า",disaster,negative
"เปิดใช้ระบบพยากรณ์น้ำท่วมล่วงหน้า 7 วัน","หน่วยงานเปิดใช้ระบบพยากรณ์สถานการณ์น้ำล่วงหน้า 7 วันที่แสดงผลเป็นแผนที่เข้าใจง่าย ช่วยให้ท้องถิ่นและประชาชนวางแผนรับมือได้ล่วงหน้ามากขึ้น",disaster,positive
