title,content,topic,sentiment
"สภาตั้งกรรมาธิการสอบข้อเท็จจริงโครงการก่อสร้าง","ที่ประชุมสภามีมติตั้งคณะกรรมาธิการเพื่อสอบข้อเท็จจริงเกี่ยวกับความล่าช้าและงบประมาณของโครงการก่อสร้างขนาดใหญ่ โดยกำหนดกรอบเวลารายงานผลภายใน 90 วัน",politics,neutral
"เปิดเผยบัญชีทรัพย์สินนักการเมือง ตามกฎหมายกำหนด","หน่วยงานที่รับผิดชอบเปิดเผยบัญชีแสดงรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมืองตามที่กฎหมายกำหนด เพื่อให้ประชาชนตรวจสอบได้อย่างโปร่งใส",politics,neutral
"รัฐบาลถอนร่างกฎหมายหลังถูกคัดค้านอย่างกว้างขวาง","รัฐบาลตัดสินใจถอนร่างกฎหมายฉบับหนึ่งออกจากการพิจารณา หลังได้รับเสียงคัดค้านจากภาคประชาสังคมและนักวิชาการอย่างกว้างขวาง โดยระบุว่าจะนำไปปรับปรุงและรับฟังความเห็นเพิ่มเติม",politics,neutral
"ผู้ว่าราชการจังหวัดใหม่เข้ารับตำแหน่ง เร่งสางปัญหาค้างท่อ","ผู้ว่าราชการจังหวัดที่ได้รับการแต่งตั้งใหม่เข้ารับตำแหน่งและประกาศเร่งแก้ปัญหาที่ค้างคา ทั้งเรื่องที่ดินทำกินและระบบสาธารณูปโภคในพื้นที่ห่างไกล",politics,neutral
"การเจรจาระหว่างรัฐบาลและตัวแทนเกษตรกรได้ข้อยุติ","หลังการเจรจาหลายรอบ รัฐบาลและตัวแทนกลุ่มเกษตรกรบรรลุข้อตกลงเรื่องมาตรการช่วยเหลือราคาผลผลิต กลุ่มผู้ชุมนุมประกาศยุติการชุมนุมและเดินทางกลับภูมิลำเนา",politics,positive
"ส.ส. เสนอแก้กฎหมายเพิ่มโทษทุจริต","สมาชิกสภาผู้แทนราษฎรกลุ่มหนึ่งเสนอร่างแก้ไขกฎหมายเพื่อเพิ่มบทลงโทษความผิดฐานทุจริตต่อหน้าที่ โดยระบุว่าบทลงโทษเดิมไม่สอดคล้องกับความเสียหายที่เกิดขึ้น",politics,neutral
"เวทีรับฟังความเห็นประชาชนเรื่องผังเมือง","หน่วยงานจัดเวทีรับฟังความคิดเห็นประชาชนเกี่ยวกับการปรับปรุงผังเมืองรวม มีผู้เข้าร่วมกว่า 400 คน ส่วนใหญ่แสดงความกังวลเรื่องการเปลี่ยนแปลงการใช้ประโยชน์ที่ดิน",politics,neutral
"รัฐบาลประกาศเพิ่มงบประมาณด้านสาธารณสุขร้อยละ 8","รัฐบาลประกาศเพิ่มงบประมาณด้านสาธารณสุขในปีงบประมาณหน้าร้อยละ 8 เพื่อขยายบริการในพื้นที่ห่างไกลและเพิ่มบุคลากร บุคลากรทางการแพทย์แสดงความยินดีต่อมาตรการนี้",politics,positive
"ศาลรัฐธรรมนูญรับคำร้องตีความอำนาจหน้าที่","ศาลรัฐธรรมนูญมีมติรับคำร้องขอให้วินิจฉัยประเด็นการตีความอำนาจหน้าที่ขององค์กรตามรัฐธรรมนูญไว้พิจารณา และกำหนดให้ผู้เกี่ยวข้องส่งคำชี้แจงภายในกำหนด",politics,neutral
"สภาถกเถียงเดือดเรื่องงบกลาง ประชุมยืดเยื้อถึงดึก","การประชุมสภาเพื่อพิจารณางบกลางเป็นไปอย่างเข้มข้น มีการอภิปรายโต้แย้งกันหลายชั่วโมงจนต้องขยายเวลาประชุมถึงช่วงกลางคืน ก่อนที่ประชุมจะลงมติในที่สุด",politics,neutral
"ประชาชนพอใจบริการรัฐผ่านระบบออนไลน์เพิ่มขึ้น","ผลสำรวจความพึงพอใจต่อบริการภาครัฐพบว่าคะแนนเพิ่มขึ้นอย่างชัดเจนหลังหน่วยงานย้ายบริการหลายอย่างไปสู่ระบบออนไลน์ ผู้ตอบระบุว่าลดเวลาและค่าใช้จ่ายในการเดินทาง",politics,positive
"ฝ่ายค้านตั้งข้อสังเกตการใช้งบประชาสัมพันธ์","พรรคฝ่ายค้านตั้งข้อสังเกตต่อการใช้งบประมาณด้านประชาสัมพันธ์ของหน่วยงานรัฐที่เพิ่มขึ้นมาก และขอให้ชี้แจงรายละเอียดการใช้จ่ายต่อคณะกรรมาธิการ",politics,negative
"รัฐมนตรีลาออกจากตำแหน่ง อ้างเหตุผลส่วนตัว","รัฐมนตรีรายหนึ่งยื่นหนังสือลาออกจากตำแหน่งโดยระบุเหตุผลส่วนตัว นายกรัฐมนตรีรับทราบและจะเสนอชื่อผู้ดำรงตำแหน่งแทนตามขั้นตอนต่อไป",politics,neutral
"เปิดตัวพรรคการเมืองใหม่ ชูนโยบายด้านสิ่งแวดล้อม","กลุ่มนักกิจกรรมและนักวิชาการเปิดตัวพรรคการเมืองใหม่ โดยชูนโยบายด้านสิ่งแวดล้อมและการจัดการทรัพยากรเป็นวาระหลัก และประกาศส่งผู้สมัครในการเลือกตั้งครั้งหน้า",politics,neutral
"การเลือกตั้งท้องถิ่นมีผู้มาใช้สิทธิสูงเป็นประวัติการณ์","การเลือกตั้งท้องถิ่นครั้งนี้มีผู้มาใช้สิทธิเลือกตั้งสูงถึงร้อยละ 78 ซึ่งเป็นสถิติสูงสุดในรอบหลายปี คณะกรรมการการเลือกตั้งระบุว่าการลงคะแนนเป็นไปด้วยความเรียบร้อย",politics,positive
"เกิดข้อพิพาทเรื่องเขตเลือกตั้ง ผู้สมัครยื่นคัดค้าน","ผู้สมัครรับเลือกตั้งกลุ่มหนึ่งยื่นคัดค้านการแบ่งเขตเลือกตั้ง โดยระบุว่าไม่สอดคล้องกับจำนวนประชากรในพื้นที่ หน่วยงานที่รับผิดชอบรับเรื่องไว้พิจารณา",politics,negative
"รัฐบาลลงนามความร่วมมือกับต่างประเทศด้านพลังงาน","รัฐบาลลงนามบันทึกความเข้าใจกับรัฐบาลต่างประเทศเพื่อร่วมมือด้านพลังงานสะอาด ครอบคลุมการถ่ายทอดเทคโนโลยีและการลงทุนในโครงการนำร่อง",politics,positive
"กรรมาธิการเผยผลสอบ พบข้อบกพร่องการจัดซื้อ","คณะกรรมาธิการแถลงผลการตรวจสอบและระบุว่าพบข้อบกพร่องในกระบวนการจัดซื้อจัดจ้างของหน่วยงานหนึ่ง โดยเสนอให้หน่วยงานต้นสังกัดดำเนินการทางวินัยและปรับปรุงระเบียบ",politics,negative
"เปิดรับฟังความเห็นร่างกฎหมายข้อมูลส่วนบุคคลฉบับแก้ไข","หน่วยงานเปิดรับฟังความคิดเห็นต่อร่างแก้ไขกฎหมายคุ้มครองข้อมูลส่วนบุคคลผ่านช่องทางออนไลน์เป็นเวลา 30 วัน เพื่อนำความเห็นไปประกอบการปรับปรุงร่างกฎหมาย",politics,neutral
"สมาชิกสภาท้องถิ่นถูกร้องเรียนเรื่องขาดประชุม","ประชาชนในพื้นที่ยื่นร้องเรียนสมาชิกสภาท้องถิ่นบางรายที่ขาดการประชุมต่อเนื่องหลายครั้ง หน่วยงานกำกับดูแลรับเรื่องและจะตรวจสอบตามระเบียบที่เกี่ยวข้อง",politics,negative
"ครบรอบหนึ่งปีรัฐบาล เปิดรายงานผลการดำเนินงาน","รัฐบาลเปิดเผยรายงานผลการดำเนินงานในรอบหนึ่งปี ระบุความคืบหน้าของนโยบายเรือธงและงบประมาณที่เบิกจ่ายไปแล้ว ขณะที่นักวิชาการเสนอให้เพิ่มตัวชี้วัดที่จับต้องได้",politics,neutral
"เจรจาระหว่างสองพรรคล่ม ไม่สามารถตั้งรัฐบาลร่วมได้","การเจรจาจัดตั้งรัฐบาลร่วมระหว่างสองพรรคไม่สามารถบรรลุข้อตกลง หลังมีความเห็นต่างในประเด็นนโยบายสำคัญ ทำให้สถานการณ์ทางการเมืองยังไม่มีความชัดเจน",politics,negative
"รัฐบาลประกาศมาตรการช่วยเหลือผู้มีรายได้น้อยรอบใหม่","รัฐบาลประกาศมาตรการช่วยเหลือค่าใช้จ่ายสำหรับผู้มีรายได้น้อยรอบใหม่ ครอบคลุมค่าไฟฟ้าและค่าเดินทาง โดยเริ่มมีผลตั้งแต่เดือนหน้าเป็นระยะเวลาหกเดือน",politics,positive
"ที่ประชุมคณะรัฐมนตรีเห็นชอบแผนพัฒนาระบบราง","คณะรัฐมนตรีมีมติเห็นชอบแผนพัฒนาระบบขนส่งทางรางระยะกลาง ครอบคลุมการปรับปรุงเส้นทางเดิมและการศึกษาความเป็นไปได้ของเส้นทางใหม่ในภูมิภาค",politics,neutral
"ผู้ตรวจการแผ่นดินรับเรื่องร้องเรียนบริการภาครัฐ","ผู้ตรวจการแผ่นดินรับเรื่องร้องเรียนเกี่ยวกับความล่าช้าของบริการภาครัฐในหลายหน่วยงาน และจะเสนอแนะแนวทางปรับปรุงกระบวนการทำงานให้รวดเร็วขึ้น",politics,neutral
"เวทีดีเบตผู้สมัครผู้ว่าฯ ประชาชนให้ความสนใจมาก","เวทีดีเบตระหว่างผู้สมัครรับเลือกตั้งผู้ว่าราชการมีประชาชนรับชมผ่านช่องทางออนไลน์กว่าห้าแสนครั้ง ผู้จัดระบุว่าสะท้อนความตื่นตัวทางการเมืองของประชาชน",politics,positive
"งบประมาณเบิกจ่ายล่าช้ากว่าเป้า หน่วยงานเร่งแก้","สำนักงบประมาณรายงานว่าการเบิกจ่ายงบลงทุนล่าช้ากว่าเป้าหมายที่กำหนด หน่วยงานที่เกี่ยวข้องได้รับการกำชับให้เร่งรัดกระบวนการจัดซื้อจัดจ้างให้เร็วขึ้น",politics,negative
"สภาเห็นชอบตั้งกองทุนช่วยเหลือผู้ประสบภัย","ที่ประชุมสภาเห็นชอบการจัดตั้งกองทุนช่วยเหลือผู้ประสบภัยพิบัติ เพื่อให้การจ่ายเงินเยียวยาเป็นไปอย่างรวดเร็วและมีเกณฑ์ที่ชัดเจนกว่าเดิม",politics,positive
"พรรคการเมืองเปิดนโยบายด้านการศึกษาก่อนเลือกตั้ง","พรรคการเมืองหลายพรรคเริ่มเปิดเผยนโยบายด้านการศึกษาก่อนการเลือกตั้ง โดยเน้นเรื่องการลดภาระค่าใช้จ่ายผู้ปกครองและการพัฒนาคุณภาพครู",politics,neutral
"เกิดการประท้วงคัดค้านโครงการรัฐในพื้นที่","ชาวบ้านในพื้นที่รวมตัวคัดค้านโครงการของรัฐที่อาจกระทบวิถีชีวิตและแหล่งทำกิน ตัวแทนหน่วยงานลงพื้นที่รับฟังและรับปากจะทบทวนรายงานผลกระทบอีกครั้ง",politics,negative
"รัฐบาลตั้งคณะทำงานแก้ปัญหาหนี้ครัวเรือน","รัฐบาลตั้งคณะทำงานเฉพาะกิจเพื่อจัดการปัญหาหนี้ครัวเรือนที่อยู่ในระดับสูง โดยจะประสานสถาบันการเงินออกมาตรการปรับโครงสร้างหนี้ให้ครอบคลุมมากขึ้น",politics,neutral
"ผลการนับคะแนนเป็นไปด้วยความเรียบร้อย ไม่มีเรื่องร้องเรียน","คณะกรรมการการเลือกตั้งรายงานว่าการนับคะแนนในทุกเขตเป็นไปด้วยความเรียบร้อย และไม่มีเรื่องร้องเรียนเกี่ยวกับการทุจริตการเลือกตั้งในภาพรวม",politics,positive
"อดีตผู้บริหารท้องถิ่นถูกชี้มูลความผิดวินัยร้ายแรง","หน่วยงานตรวจสอบชี้มูลความผิดวินัยร้ายแรงต่ออดีตผู้บริหารองค์กรปกครองส่วนท้องถิ่น กรณีอนุมัติโครงการโดยไม่เป็นไปตามระเบียบ และส่งเรื่องให้ดำเนินการตามขั้นตอน",politics,negative
"เดินหน้าปรับปรุงกฎหมายเพื่อลดขั้นตอนราชการ","รัฐบาลเดินหน้าแผนปรับปรุงกฎหมายและระเบียบที่ล้าสมัย เพื่อลดขั้นตอนการขออนุญาตของประชาชนและผู้ประกอบการ คาดว่าจะยกเลิกใบอนุญาตที่ไม่จำเป็นได้หลายร้อยรายการ",politics,positive
"สภาผ่านกฎหมายเพิ่มสิทธิลาคลอด","ที่ประชุมสภาลงมติเห็นชอบร่างกฎหมายขยายสิทธิการลาคลอดและเพิ่มสิทธิลาของคู่สมรส ซึ่งจะมีผลบังคับใช้ในปีหน้า ภาคแรงงานแสดงความยินดีต่อความคืบหน้านี้",politics,positive
"การอภิปรายจบลงโดยไม่มีการลงมติ","การอภิปรายทั่วไปในสภาสิ้นสุดลงโดยไม่มีการลงมติตามข้อบังคับ ทั้งฝ่ายรัฐบาลและฝ่ายค้านต่างแถลงสรุปจุดยืนของตนต่อสื่อมวลชนหลังการประชุม",politics,neutral
"เสียงข้างมากในสภาโหวตคว่ำร่างกฎหมายฝ่ายค้าน","ที่ประชุมสภาลงมติไม่รับหลักการร่างกฎหมายที่เสนอโดยพรรคฝ่ายค้าน ผู้เสนอระบุว่าจะนำไปปรับปรุงและเสนอใหม่ในสมัยประชุมถัดไป",politics,negative
"หน่วยงานเปิดข้อมูลงบประมาณแบบเปิดให้ประชาชนตรวจสอบ","หน่วยงานรัฐเปิดเผยข้อมูลการใช้งบประมาณในรูปแบบข้อมูลเปิดที่ประชาชนเข้าถึงและวิเคราะห์ได้ องค์กรภาคประชาสังคมชื่นชมว่าเป็นก้าวสำคัญด้านความโปร่งใส",politics,positive
"ประชุมร่วมสองสภาเลื่อนออกไป เพราะองค์ประชุมไม่ครบ","การประชุมร่วมกันของสองสภาต้องเลื่อนออกไป เนื่องจากจำนวนสมาชิกที่มาลงชื่อไม่ครบองค์ประชุม ประธานนัดประชุมใหม่ในสัปดาห์ถัดไป",politics,negative
"รัฐบาลรายงานความคืบหน้าการแก้ปัญหาที่ดินทำกิน","รัฐบาลรายงานความคืบหน้าการจัดสรรที่ดินทำกินให้เกษตรกรไร้ที่ดิน โดยดำเนินการแล้วในหลายจังหวัด และตั้งเป้าขยายพื้นที่ดำเนินการเพิ่มในปีถัดไป",politics,neutral
