title,content,topic,sentiment
"สถานทูตเตือนคนไทยในต่างประเทศระวังภัย","สถานเอกอัครราชทูตออกประกาศเตือนคนไทยในบางพื้นที่ให้ระวังความไม่สงบและหลีกเลี่ยงการเดินทางไปยังจุดเสี่ยง พร้อมแจ้งช่องทางติดต่อฉุกเฉิน",international,neutral
"ข้อตกลงยกเว้นวีซ่าช่วยการท่องเที่ยวสองประเทศ","ข้อตกลงยกเว้นการตรวจลงตราระหว่างสองประเทศมีผลบังคับใช้ ทำให้จำนวนนักท่องเที่ยวเดินทางระหว่างกันเพิ่มขึ้นชัดเจนในเดือนแรก ผู้ประกอบการท่องเที่ยวได้ประโยชน์",international,positive
"ราคาพลังงานโลกผันผวนจากความขัดแย้ง","ราคาน้ำมันในตลาดโลกผันผวนจากความขัดแย้งในภูมิภาคผู้ผลิต ทำให้ประเทศผู้นำเข้ารวมถึงไทยเผชิญความไม่แน่นอนด้านต้นทุนพลังงานในระยะสั้น",international,negative
"ไทยได้รับเลือกเป็นเจ้าภาพการประชุมระหว่างประเทศ","ไทยได้รับเลือกเป็นเจ้าภาพจัดการประชุมระหว่างประเทศด้านสาธารณสุขในปีหน้า คาดว่าจะมีผู้แทนจากกว่า 60 ประเทศเข้าร่วม ซึ่งช่วยส่งเสริมภาพลักษณ์และรายได้",international,positive
"องค์การอนามัยโลกเตือนสถานการณ์โรคระบาดในบางภูมิภาค","องค์การอนามัยโลกออกคำเตือนเรื่องการระบาดของโรคติดต่อในบางภูมิภาค และแนะให้ประเทศสมาชิกเสริมระบบเฝ้าระวังและการตรวจวินิจฉัยที่ด่านเข้าออก",international,neutral
"ความช่วยเหลือด้านมนุษยธรรมเข้าถึงพื้นที่ได้แล้ว","หลังการเจรจาหลายรอบ ขบวนความช่วยเหลือด้านมนุษยธรรมสามารถเข้าถึงพื้นที่ที่ถูกปิดล้อมได้ ทำให้ประชาชนหลายหมื่นคนได้รับอาหารและยาที่จำเป็น",international,positive
"การส่งออกไปตลาดหลักลดลงจากเศรษฐกิจชะลอ","ผู้ส่งออกรายงานว่าคำสั่งซื้อจากตลาดหลักในต่างประเทศลดลงตามภาวะเศรษฐกิจที่ชะลอตัว จึงเร่งกระจายไปตลาดใหม่ในเอเชียใต้และตะวันออกกลาง",international,negative
"สองประเทศฟื้นความสัมพันธ์ทางการทูต","สองประเทศประกาศฟื้นความสัมพันธ์ทางการทูตอย่างเป็นทางการหลังหยุดชะงักมาหลายปี โดยจะเปิดสถานทูตและแลกเปลี่ยนเอกอัครราชทูตในเร็ววัน",international,positive
"แรงงานไทยในต่างประเทศได้รับการดูแลเพิ่มขึ้น","กระทรวงแรงงานร่วมกับสถานทูตขยายบริการช่วยเหลือแรงงานไทยในต่างประเทศ ทั้งการให้คำปรึกษาด้านสัญญาจ้างและช่องทางร้องเรียนเมื่อถูกเอาเปรียบ",international,positive
"เกิดเหตุความไม่สงบในเมืองหลวงต่างประเทศ","เกิดเหตุความไม่สงบในเมืองหลวงของประเทศหนึ่ง ทำให้มีการปิดสนามบินชั่วคราวและกระทบผู้เดินทาง สายการบินปรับตารางบินและแจ้งผู้โดยสารเรื่องการเปลี่ยนเที่ยวบิน",international,negative
"ประเทศต่าง ๆ ร่วมลงนามความตกลงคุ้มครองมหาสมุทร","หลายประเทศร่วมลงนามความตกลงระหว่างประเทศเพื่อคุ้มครองความหลากหลายทางชีวภาพในทะเลหลวง ซึ่งจะกำหนดพื้นที่คุ้มครองและกลไกประเมินผลกระทบ",international,positive
"เจรจาแก้ปัญหาหมอกควันข้ามแดนในภูมิภาค","ผู้แทนประเทศในภูมิภาคประชุมหารือแนวทางลดปัญหาหมอกควันข้ามแดน โดยตกลงจะแบ่งปันข้อมูลจุดความร้อนและร่วมมือควบคุมการเผาในพื้นที่เกษตร",international,positive
"ค่าเงินในหลายประเทศอ่อนค่าเทียบดอลลาร์","สกุลเงินของหลายประเทศในเอเชียอ่อนค่าลงเทียบดอลลาร์สหรัฐ จากทิศทางอัตราดอกเบี้ยของธนาคารกลางสหรัฐ ทำให้ต้นทุนนำเข้าและภาระหนี้ต่างประเทศสูงขึ้น",international,negative
"นักเรียนไทยได้ทุนไปศึกษาต่อในต่างประเทศ","หน่วยงานประกาศรายชื่อนักเรียนที่ได้รับทุนไปศึกษาต่อระดับปริญญาในต่างประเทศ ครอบคลุมสาขาวิทยาศาสตร์และเทคโนโลยี ผู้ได้รับทุนจะเดินทางในภาคเรียนหน้า",international,positive
"ประเทศคู่ค้าออกมาตรการกีดกันทางการค้าใหม่","ประเทศคู่ค้ารายหนึ่งประกาศมาตรการทางการค้าที่เข้มงวดขึ้นกับสินค้าบางประเภท ผู้ส่งออกไทยที่เกี่ยวข้องได้รับผลกระทบและขอให้ภาครัฐเจรจาผ่อนปรน",international,negative
"ความร่วมมือด้านการวิจัยระหว่างมหาวิทยาลัยข้ามชาติ","มหาวิทยาลัยไทยลงนามความร่วมมือวิจัยกับสถาบันในต่างประเทศ ครอบคลุมการแลกเปลี่ยนนักวิจัยและการใช้ห้องปฏิบัติการร่วม ในสาขาการแพทย์และพลังงาน",international,positive
"ผู้นำประเทศเยือนไทยอย่างเป็นทางการ","ผู้นำประเทศหนึ่งเดินทางเยือนไทยอย่างเป็นทางการ โดยมีการหารือเรื่องการค้า การลงทุน และความร่วมมือด้านความมั่นคง พร้อมลงนามเอกสารความร่วมมือหลายฉบับ",international,neutral
"องค์กรระหว่างประเทศปรับลดคาดการณ์เศรษฐกิจโลก","องค์กรระหว่างประเทศปรับลดคาดการณ์การเติบโตของเศรษฐกิจโลกลง โดยอ้างความไม่แน่นอนทางภูมิรัฐศาสตร์และอัตราดอกเบี้ยที่ยังอยู่ในระดับสูง",international,negative
"ไทยและประเทศเพื่อนบ้านร่วมมือปราบปรามอาชญากรรมข้ามชาติ","หน่วยงานบังคับใช้กฎหมายของไทยและประเทศเพื่อนบ้านลงนามความร่วมมือปราบปรามอาชญากรรมข้ามชาติ ทั้งการค้ามนุษย์และแก๊งหลอกลวงออนไลน์",international,positive
"เที่ยวบินระหว่างประเทศเพิ่มเส้นทางใหม่","สายการบินประกาศเพิ่มเส้นทางบินระหว่างประเทศใหม่หลายเส้นทางจากไทย ทำให้การเดินทางสะดวกขึ้นและช่วยส่งเสริมการท่องเที่ยวทั้งขาเข้าและขาออก",international,positive
"ข้อพิพาทเขตแดนทางทะเลยังไม่มีข้อยุติ","การเจรจาข้อพิพาทเขตแดนทางทะเลระหว่างสองประเทศยังไม่มีข้อยุติ โดยทั้งสองฝ่ายตกลงจะหารือรอบถัดไปและงดกิจกรรมที่อาจเพิ่มความตึงเครียดในพื้นที่",international,neutral
"ประเทศพัฒนาแล้วประกาศเพิ่มเงินช่วยเหลือด้านสภาพภูมิอากาศ","กลุ่มประเทศพัฒนาแล้วประกาศเพิ่มเงินสนับสนุนให้ประเทศกำลังพัฒนาปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ องค์กรภาคประชาสังคมมองว่าเป็นก้าวที่ดีแต่ยังไม่พอ",international,positive
"เกิดอุบัติเหตุขนส่งทางรางในต่างประเทศ","เกิดอุบัติเหตุรถไฟตกรางในต่างประเทศ ทำให้มีผู้บาดเจ็บจำนวนมาก หน่วยงานสอบสวนเบื้องต้นระบุว่าอาจเกี่ยวข้องกับสภาพรางและระบบสัญญาณ",international,negative
"ไทยเข้าร่วมกรอบความร่วมมือเศรษฐกิจดิจิทัล","ไทยเข้าร่วมกรอบความร่วมมือด้านเศรษฐกิจดิจิทัลระดับภูมิภาค ครอบคลุมการอำนวยความสะดวกการค้าดิจิทัลและการคุ้มครองข้อมูลข้ามพรมแดน",international,positive
"ผู้ลี้ภัยได้รับการตั้งถิ่นฐานใหม่ในประเทศที่สาม","องค์กรระหว่างประเทศแจ้งว่าผู้ลี้ภัยกลุ่มหนึ่งได้รับการตั้งถิ่นฐานใหม่ในประเทศที่สามเรียบร้อย โดยได้รับการสนับสนุนด้านที่อยู่อาศัยและการเรียนภาษา",international,positive
"การประชุมสุดยอดไม่สามารถออกแถลงการณ์ร่วม","การประชุมสุดยอดระหว่างประเทศจบลงโดยไม่สามารถออกแถลงการณ์ร่วมได้ เนื่องจากความเห็นต่างในประเด็นสำคัญ ประธานที่ประชุมออกเอกสารสรุปในนามตนเองแทน",international,negative
"ความร่วมมือด้านความมั่นคงทางอาหารในภูมิภาค","ประเทศในภูมิภาคตกลงร่วมมือด้านความมั่นคงทางอาหาร ทั้งการสำรองข้าวฉุกเฉินและการแบ่งปันข้อมูลผลผลิต เพื่อลดความผันผวนของราคาในช่วงวิกฤต",international,positive
"เตือนภัยการเดินทางในบางประเทศระดับสูงขึ้น","กระทรวงการต่างประเทศปรับระดับคำเตือนการเดินทางในบางประเทศให้สูงขึ้น หลังสถานการณ์ความปลอดภัยเปลี่ยนแปลง และแนะให้ผู้ที่จำเป็นต้องเดินทางลงทะเบียนกับสถานทูต",international,neutral
"สินค้าไทยได้รับการรับรองมาตรฐานในตลาดใหม่","สินค้าเกษตรแปรรูปของไทยได้รับการรับรองมาตรฐานเพื่อเข้าสู่ตลาดใหม่ในต่างประเทศ ทำให้ผู้ส่งออกเริ่มส่งล็อตแรกได้ในไตรมาสนี้",international,positive
"อัตราเงินเฟ้อในหลายประเทศชะลอลง","ธนาคารกลางในหลายประเทศรายงานว่าอัตราเงินเฟ้อชะลอลงเข้าใกล้กรอบเป้าหมาย ซึ่งเปิดโอกาสให้ผ่อนคลายนโยบายการเงินได้ในระยะถัดไป",international,positive
"เกิดเหตุโจมตีทางไซเบอร์ต่อหน่วยงานรัฐต่างประเทศ","หน่วยงานรัฐของประเทศหนึ่งถูกโจมตีทางไซเบอร์ ทำให้บริการออนไลน์หยุดให้บริการชั่วคราว หน่วยงานความมั่นคงไซเบอร์ระหว่างประเทศร่วมกันตรวจสอบต้นตอ",international,negative
"เจรจาสันติภาพเริ่มต้นรอบใหม่","คู่ขัดแย้งเริ่มการเจรจาสันติภาพรอบใหม่โดยมีประเทศที่สามเป็นคนกลาง วาระแรกคือการหยุดยิงชั่วคราวและการแลกเปลี่ยนผู้ถูกคุมขัง",international,neutral
"นักกีฬาไทยไปแข่งขันในต่างประเทศได้เหรียญรางวัล","นักกีฬาไทยที่เดินทางไปแข่งขันรายการระดับนานาชาติในต่างประเทศคว้าเหรียญรางวัลกลับมาหลายรายการ สร้างความยินดีให้แฟนกีฬาในประเทศ",international,positive
"มาตรการภาษีคาร์บอนของต่างประเทศกระทบผู้ส่งออก","ผู้ส่งออกไทยเตรียมรับมือมาตรการภาษีคาร์บอนของประเทศคู่ค้า ซึ่งจะเพิ่มต้นทุนสำหรับสินค้าที่มีการปล่อยคาร์บอนสูง ภาครัฐจัดอบรมการคำนวณคาร์บอนฟุตพรินต์",international,negative
"ความร่วมมือด้านการศึกษาข้ามประเทศขยายตัว","สถาบันการศึกษาไทยและต่างประเทศขยายความร่วมมือหลักสูตรร่วม ทำให้นักศึกษาสามารถเรียนและได้รับปริญญาจากทั้งสองสถาบัน ผู้สนใจสมัครเพิ่มขึ้นมาก",international,positive
"ปัญหาการขาดแคลนแรงงานในประเทศพัฒนาแล้ว","หลายประเทศพัฒนาแล้วเผชิญปัญหาขาดแคลนแรงงานจากโครงสร้างประชากรสูงวัย จึงผ่อนคลายเกณฑ์รับแรงงานต่างชาติในบางสาขาอาชีพที่ขาดแคลนมากที่สุด",international,neutral
"ไทยได้รับการจัดอันดับความสะดวกในการทำธุรกิจดีขึ้น","รายงานระหว่างประเทศจัดอันดับให้ไทยมีความสะดวกในการทำธุรกิจดีขึ้นจากปีก่อน โดยได้คะแนนเพิ่มในด้านการเริ่มต้นธุรกิจและการค้าระหว่างประเทศ",international,positive
"ความขัดแย้งยืดเยื้อกระทบราคาอาหารโลก","ความขัดแย้งที่ยืดเยื้อในภูมิภาคผู้ผลิตธัญพืชส่งผลให้ราคาอาหารในตลาดโลกยังอยู่ในระดับสูง กระทบประเทศผู้นำเข้าและกลุ่มเปราะบางมากที่สุด",international,negative
"เปิดเส้นทางรถไฟเชื่อมสองประเทศ","เส้นทางรถไฟเชื่อมระหว่างสองประเทศเปิดให้บริการอย่างเป็นทางการ ช่วยลดเวลาขนส่งสินค้าและเปิดโอกาสการเดินทางท่องเที่ยวทางรางในภูมิภาค",international,positive
"หลายประเทศตกลงมาตรฐานร่วมด้านปัญญาประดิษฐ์","ผู้แทนจากหลายประเทศตกลงกรอบมาตรฐานร่วมด้านการพัฒนาปัญญาประดิษฐ์อย่างรับผิดชอบ ครอบคลุมความโปร่งใส การตรวจสอบได้ และการคุ้มครองผู้ใช้",international,positive
