title,content,topic,sentiment
"คุณภาพน้ำในแม่น้ำสายหลักดีขึ้น","ผลตรวจคุณภาพน้ำในแม่น้ำสายหลักพบค่าออกซิเจนละลายน้ำดีขึ้นเทียบกับปีก่อน ซึ่งเป็นผลจากการควบคุมการปล่อยน้ำเสียและการเพิ่มระบบบำบัดในชุมชน",environment,positive
"เผาตอซังข้าวยังเป็นปัญหาในฤดูเก็บเกี่ยว","การเผาตอซังข้าวหลังเก็บเกี่ยวยังเป็นสาเหตุสำคัญของฝุ่นควันในหลายพื้นที่ หน่วยงานส่งเสริมการไถกลบและให้เช่าเครื่องจักรราคาถูกเพื่อลดการเผา",environment,negative
"ชุมชนอนุรักษ์ป่าชายเลนได้รับรางวัลระดับชาติ","กลุ่มอนุรักษ์ป่าชายเลนในชุมชนชายฝั่งได้รับรางวัลระดับชาติ จากการฟื้นฟูป่าชายเลนกว่า 200 ไร่ ซึ่งช่วยเพิ่มสัตว์น้ำและป้องกันการกัดเซาะชายฝั่ง",environment,positive
"พบสารเคมีตกค้างในแหล่งน้ำใกล้พื้นที่เกษตร","หน่วยงานตรวจพบสารเคมีทางการเกษตรตกค้างในแหล่งน้ำใกล้พื้นที่เพาะปลูกเกินค่าที่แนะนำ จึงเร่งให้ความรู้เรื่องการใช้สารอย่างถูกวิธีและส่งเสริมเกษตรอินทรีย์",environment,negative
"เปิดใช้รถโดยสารไฟฟ้าในเส้นทางเมือง","หน่วยงานขนส่งเปิดให้บริการรถโดยสารไฟฟ้าในเส้นทางกลางเมือง ช่วยลดมลพิษและเสียงรบกวน ผู้ใช้บริการระบุว่าการเดินทางนิ่งและสะดวกกว่ารถรุ่นเดิม",environment,positive
"ปริมาณขยะจากบรรจุภัณฑ์เดลิเวอรีเพิ่มขึ้น","การเติบโตของบริการส่งอาหารทำให้ปริมาณขยะบรรจุภัณฑ์เพิ่มขึ้นอย่างมาก หน่วยงานร่วมกับผู้ประกอบการทดลองใช้ภาชนะที่นำกลับมาใช้ซ้ำในบางพื้นที่",environment,negative
"ฟื้นฟูแนวปะการังด้วยการปลูกปะการังเทียม","นักวิจัยและอาสาสมัครร่วมกันปลูกปะการังในพื้นที่เสื่อมโทรม ผลติดตามหนึ่งปีพบอัตราการรอดสูงและมีปลาเข้ามาอาศัยเพิ่มขึ้นอย่างเห็นได้ชัด",environment,positive
"เตือนภัยคลื่นความร้อนกระทบระบบนิเวศ","นักวิชาการเตือนว่าอุณหภูมิน้ำทะเลที่สูงขึ้นอาจทำให้เกิดปรากฏการณ์ปะการังฟอกขาวในบางพื้นที่ จึงเสนอให้ลดกิจกรรมที่รบกวนแนวปะการังในช่วงนี้",environment,negative
"โครงการธนาคารขยะสร้างรายได้ให้ชุมชน","ชุมชนตั้งธนาคารขยะรับซื้อวัสดุรีไซเคิลจากสมาชิก ทำให้ครัวเรือนมีรายได้เสริมและปริมาณขยะในชุมชนลดลง โดยมีสมาชิกเข้าร่วมกว่า 600 ครัวเรือน",environment,positive
"พื้นที่สีเขียวต่อประชากรในเมืองยังต่ำกว่าเกณฑ์","ผลการศึกษาพบว่าสัดส่วนพื้นที่สีเขียวต่อประชากรในเมืองใหญ่ยังต่ำกว่าเกณฑ์ที่องค์การอนามัยโลกแนะนำ นักผังเมืองเสนอให้เพิ่มสวนขนาดเล็กในย่านที่อยู่อาศัย",environment,negative
"ห้ามใช้ถุงพลาสติกในตลาดสดนำร่อง","เทศบาลนำร่องห้ามใช้ถุงพลาสติกแบบใช้ครั้งเดียวในตลาดสด โดยแจกถุงผ้าให้ผู้ซื้อในช่วงแรก ผู้ค้าและผู้ซื้อส่วนใหญ่ปรับตัวได้ภายในหนึ่งเดือน",environment,positive
"เกิดเหตุน้ำมันรั่วไหลลงทะเลบริเวณท่าเรือ","เกิดเหตุน้ำมันรั่วไหลลงทะเลบริเวณท่าเรือ เจ้าหน้าที่วางทุ่นกักและใช้สารขจัดคราบน้ำมันควบคุมพื้นที่ได้ภายในหนึ่งวัน แต่ยังต้องติดตามผลต่อระบบนิเวศ",environment,negative
"เพิ่มจุดชาร์จรถไฟฟ้าในพื้นที่สาธารณะ","หน่วยงานร่วมกับเอกชนเพิ่มจุดชาร์จรถยนต์ไฟฟ้าในพื้นที่สาธารณะและห้างสรรพสินค้า ทำให้ผู้ใช้รถไฟฟ้าเดินทางระหว่างจังหวัดได้สะดวกขึ้น",environment,positive
"รายงานสถานการณ์สิ่งแวดล้อมประจำปีเผยแพร่แล้ว","หน่วยงานเผยแพร่รายงานสถานการณ์สิ่งแวดล้อมประจำปี ครอบคลุมคุณภาพอากาศ น้ำ ขยะ และความหลากหลายทางชีวภาพ พร้อมข้อเสนอเชิงนโยบายสำหรับปีถัดไป",environment,neutral
"ปลาตายจำนวนมากในแหล่งน้ำ ตรวจสอบสาเหตุ","พบปลาตายจำนวนมากในแหล่งน้ำของชุมชน เจ้าหน้าที่เก็บตัวอย่างน้ำไปตรวจวิเคราะห์เพื่อหาสาเหตุ เบื้องต้นสันนิษฐานว่าอาจมาจากออกซิเจนในน้ำต่ำ",environment,negative
"ชุมชนใช้พลังงานชีวมวลจากเศษวัสดุเกษตร","ชุมชนพัฒนาระบบผลิตพลังงานชีวมวลจากเศษวัสดุการเกษตร ทำให้ลดการเผาในที่โล่งและมีพลังงานใช้ในกลุ่มวิสาหกิจชุมชน ลดค่าใช้จ่ายด้านเชื้อเพลิงอย่างชัดเจน",environment,positive
"อุณหภูมิเฉลี่ยสูงขึ้นกระทบผลผลิตเกษตร","นักวิชาการเกษตรระบุว่าอุณหภูมิเฉลี่ยที่สูงขึ้นและฝนที่ผันผวนกระทบผลผลิตพืชหลายชนิด จึงเสนอให้ส่งเสริมพันธุ์ที่ทนร้อนและระบบน้ำที่มีประสิทธิภาพ",environment,negative
"เปิดเส้นทางศึกษาธรรมชาติแบบไม่รบกวนระบบนิเวศ","อุทยานเปิดเส้นทางศึกษาธรรมชาติที่ออกแบบให้รบกวนระบบนิเวศน้อยที่สุด โดยจำกัดจำนวนผู้เข้าชมต่อรอบและมีเจ้าหน้าที่นำทาง ผู้เยี่ยมชมตอบรับดี",environment,positive
"ปัญหาการทิ้งขยะในพื้นที่ธรรมชาติ","เจ้าหน้าที่พบขยะจำนวนมากในจุดชมวิวและน้ำตกช่วงวันหยุด จึงเพิ่มถังขยะและมาตรการปรับผู้ทิ้งขยะไม่เป็นที่ พร้อมรณรงค์ให้ผู้เยี่ยมชมนำขยะกลับ",environment,negative
"เมืองต้นแบบลดการใช้พลาสติกได้ตามเป้า","เมืองที่เข้าร่วมโครงการต้นแบบลดการใช้พลาสติกทำได้ตามเป้าหมายที่ตั้งไว้ โดยลดปริมาณพลาสติกใช้ครั้งเดียวได้ครึ่งหนึ่งภายในหนึ่งปี",environment,positive
"เตือนคุณภาพอากาศแย่ในช่วงเช้าตรู่","หน่วยงานสิ่งแวดล้อมเตือนว่าคุณภาพอากาศในช่วงเช้าตรู่มักแย่กว่าช่วงอื่นเนื่องจากสภาพอากาศปิด จึงแนะให้ผู้ออกกำลังกายเลี่ยงช่วงเวลาดังกล่าว",environment,neutral
"ฟาร์มโซลาร์ลอยน้ำเริ่มจ่ายไฟเข้าระบบ","โครงการฟาร์มเซลล์แสงอาทิตย์ลอยน้ำบนอ่างเก็บน้ำเริ่มจ่ายไฟเข้าระบบ ช่วยเพิ่มสัดส่วนพลังงานสะอาดโดยไม่ต้องใช้พื้นที่ดินเพิ่ม",environment,positive
"ปริมาณน้ำใต้ดินลดลงจากการสูบใช้เกินสมดุล","การสำรวจพบระดับน้ำใต้ดินในบางพื้นที่ลดลงจากการสูบใช้เกินสมดุลการเติมน้ำ หน่วยงานเตรียมกำหนดโซนควบคุมและส่งเสริมการเติมน้ำใต้ดินเทียม",environment,negative
"ปลูกหญ้าทะเลฟื้นฟูแหล่งอาศัยสัตว์น้ำ","นักวิจัยร่วมกับชุมชนปลูกหญ้าทะเลเพื่อฟื้นฟูแหล่งอาศัยของสัตว์น้ำวัยอ่อน ผลติดตามพบจำนวนสัตว์น้ำในพื้นที่เพิ่มขึ้น ส่งผลดีต่อประมงพื้นบ้าน",environment,positive
"ตรวจจับการลักลอบตัดไม้ด้วยเทคโนโลยีเสียง","เจ้าหน้าที่ทดลองใช้เครื่องตรวจจับเสียงเลื่อยยนต์ในพื้นที่ป่าอนุรักษ์ ช่วยแจ้งเตือนการลักลอบตัดไม้ได้เร็วขึ้นและนำไปสู่การจับกุมผู้กระทำผิดหลายราย",environment,positive
"หมอกควันข้ามแดนกระทบคุณภาพอากาศภาคเหนือ","หน่วยงานระบุว่าหมอกควันจากการเผาในประเทศเพื่อนบ้านส่งผลต่อคุณภาพอากาศในภาคเหนือ จึงเดินหน้าเจรจาความร่วมมือระดับภูมิภาคเพื่อลดจุดความร้อน",environment,negative
"โรงเรียนสร้างสวนผักปลอดสารในพื้นที่ว่าง","โรงเรียนใช้พื้นที่ว่างสร้างสวนผักปลอดสารให้นักเรียนเรียนรู้และนำผลผลิตไปใช้ในโครงการอาหารกลางวัน ช่วยลดค่าใช้จ่ายและสอนเรื่องความยั่งยืน",environment,positive
"ประชาชนร้องเรียนกลิ่นเหม็นจากบ่อขยะ","ผู้อยู่อาศัยใกล้บ่อขยะร้องเรียนปัญหากลิ่นเหม็นและน้ำชะขยะไหลออกนอกพื้นที่ หน่วยงานเข้าตรวจสอบและสั่งปรับปรุงระบบคลุมบ่อและบำบัดน้ำชะขยะ",environment,negative
"เพิ่มพื้นที่คุ้มครองทางทะเลอีก 2 แห่ง","หน่วยงานประกาศเพิ่มพื้นที่คุ้มครองทางทะเลอีกสองแห่ง เพื่ออนุรักษ์แหล่งวางไข่ของสัตว์น้ำ โดยกำหนดเขตห้ามทำประมงในบางฤดูกาลร่วมกับชุมชนประมง",environment,positive
"อัตราการรีไซเคิลขวดพลาสติกเพิ่มขึ้น","ผู้ประกอบการรายงานว่าอัตราการรีไซเคิลขวดพลาสติกในประเทศเพิ่มขึ้น หลังขยายจุดรับคืนและให้ส่วนลดกับผู้นำขวดมาคืน ทำให้วัสดุกลับเข้าสู่การผลิตมากขึ้น",environment,positive
"เขตอุตสาหกรรมถูกตรวจพบปล่อยฝุ่นเกินค่า","การตรวจวัดในเขตอุตสาหกรรมพบโรงงานบางแห่งปล่อยฝุ่นเกินค่ามาตรฐาน หน่วยงานสั่งปรับปรุงระบบดักฝุ่นและกำหนดให้รายงานผลการตรวจวัดทุกเดือน",environment,negative
"ชุมชนจัดการน้ำเสียครัวเรือนด้วยระบบธรรมชาติ","ชุมชนติดตั้งระบบบำบัดน้ำเสียแบบบึงประดิษฐ์ที่ใช้พืชกรองน้ำ ต้นทุนต่ำและดูแลง่าย ทำให้คุณภาพน้ำที่ปล่อยออกสู่คลองดีขึ้นอย่างชัดเจน",environment,positive
"เตือนผลกระทบจากการถมที่ลุ่มรับน้ำ","นักวิชาการเตือนว่าการถมพื้นที่ลุ่มรับน้ำเพื่อก่อสร้างจะเพิ่มความเสี่ยงน้ำท่วมในพื้นที่ข้างเคียง จึงเสนอให้กำหนดสัดส่วนพื้นที่ซึมน้ำในทุกโครงการ",environment,negative
"ประกาศมาตรการห้ามเผาในที่โล่งช่วงวิกฤต","จังหวัดประกาศมาตรการห้ามเผาในที่โล่งในช่วงวิกฤตฝุ่น พร้อมตั้งจุดตรวจและใช้ภาพถ่ายดาวเทียมติดตามจุดความร้อน ผู้ฝ่าฝืนจะถูกดำเนินคดี",environment,neutral
"ปริมาณจุดความร้อนลดลงเทียบกับปีก่อน","หน่วยงานรายงานว่าจำนวนจุดความร้อนในช่วงเดียวกันลดลงจากปีก่อนอย่างชัดเจน ซึ่งเป็นผลจากมาตรการห้ามเผาและการส่งเสริมการจัดการเศษวัสดุเกษตร",environment,positive
"ทดลองใช้บรรจุภัณฑ์ย่อยสลายได้ในร้านค้า","ร้านค้าในโครงการนำร่องเปลี่ยนมาใช้บรรจุภัณฑ์ที่ย่อยสลายได้ทางชีวภาพ ผู้บริโภคส่วนใหญ่ตอบรับดี แม้ต้นทุนสูงกว่าเดิมเล็กน้อยในระยะเริ่มต้น",environment,positive
"สัตว์ทะเลเกยตื้นเพิ่มขึ้นในช่วงหลัง","ศูนย์วิจัยทรัพยากรทางทะเลรายงานว่าจำนวนสัตว์ทะเลเกยตื้นเพิ่มขึ้น โดยพบเศษพลาสติกในทางเดินอาหารของบางตัว ซึ่งสะท้อนปัญหาขยะทะเลที่ยังรุนแรง",environment,negative
"ปรับปรุงระบบขนส่งสาธารณะช่วยลดการใช้รถส่วนตัว","หลังปรับปรุงเส้นทางและความถี่ของรถโดยสารสาธารณะ พบว่าจำนวนผู้ใช้บริการเพิ่มขึ้นและปริมาณรถส่วนตัวในเขตเมืองลดลง ส่งผลดีต่อคุณภาพอากาศ",environment,positive
"เผยแพร่ข้อมูลคุณภาพอากาศแบบเปิดให้ประชาชน","หน่วยงานเปิดเผยข้อมูลคุณภาพอากาศจากสถานีตรวจวัดทั้งหมดในรูปแบบข้อมูลเปิด ให้ประชาชนและนักพัฒนานำไปใช้สร้างแอปแจ้งเตือนได้เอง",environment,positive
"พื้นที่ชุ่มน้ำถูกคุกคามจากการขยายเมือง","รายงานระบุว่าพื้นที่ชุ่มน้ำหลายแห่งถูกคุกคามจากการขยายตัวของเมืองและการเปลี่ยนการใช้ที่ดิน ซึ่งกระทบต่อแหล่งอาศัยของนกอพยพและการชะลอน้ำหลาก",environment,negative
กรมควบคุมมลพิษรายงานค่าฝุ่นละอองรายวันตามสถานีตรวจวัด,กรมควบคุมมลพิษรายงานค่าฝุ่นละอองขนาดเล็กรายวันจากสถานีตรวจวัดทั่วประเทศ ระบุค่าเฉลี่ยรายพื้นที่และระดับคุณภาพอากาศตามเกณฑ์มาตรฐาน พร้อมเผยแพร่ข้อมูลย้อนหลังบนเว็บไซต์,environment,neutral
ประกาศกำหนดเขตห้ามเผาในที่โล่งมีผลบังคับใช้,ประกาศจังหวัดกำหนดช่วงเวลาห้ามเผาในที่โล่งมีผลบังคับใช้แล้ว โดยระบุพื้นที่ควบคุม บทกำหนดโทษ และช่องทางขออนุญาตกรณีจำเป็น เจ้าหน้าที่จะตรวจตราตามแผนที่วางไว้,environment,neutral
อุทยานแห่งชาติแจ้งปิดพื้นที่บางส่วนตามฤดูกาล,อุทยานแห่งชาติแจ้งปิดเส้นทางศึกษาธรรมชาติบางส่วนเป็นการชั่วคราวตามรอบฤดูกาลประจำปี เพื่อให้ระบบนิเวศฟื้นตัว โดยระบุช่วงเวลาปิดและเส้นทางที่ยังเปิดให้เข้าชมตามปกติ,environment,neutral
รายงานคุณภาพน้ำในแม่น้ำสายหลักอยู่ในเกณฑ์พอใช้,รายงานผลตรวจคุณภาพน้ำประจำไตรมาสระบุว่าแม่น้ำสายหลักส่วนใหญ่อยู่ในเกณฑ์พอใช้ โดยค่าออกซิเจนละลายน้ำและค่าความสกปรกอยู่ในช่วงที่ตรวจพบตามปกติของฤดูกาลนี้,environment,neutral
โครงการปลูกป่าชายเลนบรรลุเป้าหมายพื้นที่ 500 ไร่,โครงการความร่วมมือระหว่างหน่วยงานรัฐและชุมชนชายฝั่งปลูกป่าชายเลนได้ครบ 500 ไร่ตามเป้าหมาย ชาวประมงพื้นบ้านรายงานว่าพบสัตว์น้ำวัยอ่อนเพิ่มขึ้นอย่างเห็นได้ชัดในพื้นที่,environment,positive
พบการลักลอบทิ้งกากอุตสาหกรรมในพื้นที่เกษตร,เจ้าหน้าที่ตรวจพบการลักลอบทิ้งกากอุตสาหกรรมในพื้นที่เกษตรกรรม ส่งผลให้ดินและแหล่งน้ำใกล้เคียงปนเปื้อน เกษตรกรได้รับความเสียหายและเรียกร้องให้ดำเนินคดีกับผู้กระทำผิดอย่างเด็ดขาด,environment,negative
หน่วยงานเปิดรับฟังความเห็นรายงานประเมินผลกระทบสิ่งแวดล้อม,หน่วยงานเจ้าของโครงการเปิดเวทีรับฟังความคิดเห็นต่อรายงานการประเมินผลกระทบสิ่งแวดล้อม กำหนดจัดสองครั้งในพื้นที่ที่ได้รับผลกระทบ และเผยแพร่เอกสารให้ตรวจสอบล่วงหน้าตามระเบียบ,environment,neutral
ปริมาณน้ำในเขื่อนหลักอยู่ที่ร้อยละ 62 ของความจุ,กรมชลประทานรายงานปริมาณน้ำใช้การได้ในเขื่อนหลักอยู่ที่ร้อยละ 62 ของความจุ พร้อมแจ้งแผนการระบายน้ำและการจัดสรรน้ำเพื่อการเกษตรในช่วงถัดไปตามที่คณะกรรมการลุ่มน้ำกำหนด,environment,neutral
