title,content,topic,sentiment
"นักท่องเที่ยวต่างชาติเข้าไทยเพิ่มขึ้นร้อยละ 15","จำนวนนักท่องเที่ยวต่างชาติที่เดินทางเข้าไทยเพิ่มขึ้นร้อยละ 15 เทียบกับช่วงเดียวกันของปีก่อน สร้างรายได้เข้าประเทศเพิ่มขึ้นอย่างมีนัยสำคัญ ผู้ประกอบการโรงแรมเตรียมขยายบริการ",economy,positive
"กำลังซื้อในต่างจังหวัดยังฟื้นตัวช้า","ผู้ประกอบการค้าปลีกในต่างจังหวัดรายงานว่ากำลังซื้อยังฟื้นตัวช้ากว่าในเขตเมือง โดยเฉพาะในพื้นที่ที่พึ่งพารายได้ภาคเกษตร ซึ่งได้รับผลจากราคาผลผลิตที่ผันผวน",economy,negative
"ธนาคารปรับขึ้นดอกเบี้ยเงินฝากประจำ","สถาบันการเงินหลายแห่งประกาศปรับขึ้นอัตราดอกเบี้ยเงินฝากประจำ เพื่อระดมเงินฝากและตอบรับทิศทางดอกเบี้ยนโยบาย ผู้ฝากเงินระยะยาวได้รับประโยชน์จากการปรับครั้งนี้",economy,positive
"ดัชนีความเชื่อมั่นผู้บริโภคปรับลดลงเป็นเดือนที่ 3","ศูนย์วิจัยรายงานว่าดัชนีความเชื่อมั่นผู้บริโภคปรับลดลงต่อเนื่องเป็นเดือนที่สาม สาเหตุหลักมาจากความกังวลเรื่องค่าครองชีพและความไม่แน่นอนของรายได้",economy,negative
"ค่าแรงขั้นต่ำปรับขึ้นในหลายจังหวัด","คณะกรรมการค่าจ้างมีมติปรับขึ้นค่าแรงขั้นต่ำในหลายจังหวัด โดยมีผลตั้งแต่ต้นปีหน้า แรงงานแสดงความยินดี ขณะที่ผู้ประกอบการขนาดเล็กขอให้มีมาตรการช่วยเหลือควบคู่",economy,neutral
"การลงทุนภาคเอกชนขยายตัวหลังความเชื่อมั่นดีขึ้น","ตัวเลขการขออนุญาตลงทุนใหม่เพิ่มขึ้นอย่างชัดเจนหลังความเชื่อมั่นทางธุรกิจปรับดีขึ้น โดยเฉพาะในกลุ่มอุตสาหกรรมยานยนต์ไฟฟ้าและอิเล็กทรอนิกส์",economy,positive
"ราคาผลผลิตเกษตรตกต่ำ เกษตรกรเดือดร้อน","ราคาผลผลิตเกษตรหลายชนิดปรับตัวลดลงจากผลผลิตที่ออกมาพร้อมกัน ทำให้เกษตรกรขาดทุนและเรียกร้องให้รัฐเข้าช่วยเหลือด้านการรับซื้อและการกระจายผลผลิต",economy,negative
"เศรษฐกิจดิจิทัลโตต่อเนื่อง มูลค่าแตะระดับใหม่","รายงานเศรษฐกิจดิจิทัลระบุว่ามูลค่าธุรกรรมออนไลน์ในประเทศเติบโตต่อเนื่องและแตะระดับสูงสุดใหม่ โดยการชำระเงินผ่านมือถือเป็นปัจจัยขับเคลื่อนสำคัญ",economy,positive
"ดุลบัญชีเดินสะพัดกลับมาเกินดุล","ธนาคารแห่งประเทศไทยรายงานว่าดุลบัญชีเดินสะพัดกลับมาเกินดุล จากรายได้ภาคการท่องเที่ยวและการส่งออกที่ปรับดีขึ้น ช่วยเสริมเสถียรภาพด้านต่างประเทศ",economy,positive
"ต้นทุนพลังงานสูงกดดันภาคการผลิต","ผู้ประกอบการภาคการผลิตระบุว่าต้นทุนพลังงานที่อยู่ในระดับสูงกดดันอัตรากำไร และอาจต้องส่งผ่านไปยังราคาสินค้า หากสถานการณ์ยังไม่คลี่คลายในระยะสั้น",economy,negative
"อัตราการว่างงานลดลงเหลือร้อยละ 1.0","สำนักงานสถิติแห่งชาติรายงานอัตราการว่างงานลดลงเหลือร้อยละ 1.0 ซึ่งเป็นระดับต่ำที่สุดในรอบหลายไตรมาส สะท้อนการจ้างงานที่ฟื้นตัวในภาคบริการ",economy,positive
"ภาคอสังหาริมทรัพย์ชะลอตัว ยอดโอนลดลง","ยอดการโอนกรรมสิทธิ์ที่อยู่อาศัยลดลงจากช่วงเดียวกันของปีก่อน จากภาวะดอกเบี้ยและความเข้มงวดในการปล่อยสินเชื่อ ผู้ประกอบการปรับแผนเปิดโครงการใหม่ให้ช้าลง",economy,negative
"รัฐเปิดมาตรการลดหย่อนภาษีกระตุ้นการใช้จ่าย","กระทรวงการคลังประกาศมาตรการลดหย่อนภาษีสำหรับการใช้จ่ายในประเทศ เพื่อกระตุ้นการบริโภคในช่วงปลายปี คาดว่าจะมีเงินหมุนเวียนเข้าระบบเศรษฐกิจหลายหมื่นล้านบาท",economy,positive
"ราคาทองคำในประเทศปรับตัวสูงขึ้น","ราคาทองคำในประเทศปรับตัวสูงขึ้นตามตลาดโลก จากความต้องการสินทรัพย์ปลอดภัยที่เพิ่มขึ้น ร้านทองรายงานว่ามีผู้เข้ามาขายทำกำไรเพิ่มขึ้นในช่วงนี้",economy,neutral
"เงินลงทุนต่างชาติไหลออกจากตลาดพันธบัตร","ตลาดพันธบัตรไทยเผชิญแรงขายจากนักลงทุนต่างชาติต่อเนื่อง ตามทิศทางอัตราผลตอบแทนในตลาดโลก ผู้ดูแลตลาดระบุว่าสภาพคล่องยังอยู่ในระดับที่บริหารจัดการได้",economy,negative
"ผู้ประกอบการเอสเอ็มอีเข้าถึงสินเชื่อได้มากขึ้น","ธนาคารรัฐรายงานว่าผู้ประกอบการขนาดกลางและขนาดย่อมเข้าถึงสินเชื่อได้มากขึ้นหลังปรับเกณฑ์ค้ำประกัน ช่วยให้ธุรกิจมีสภาพคล่องสำหรับการดำเนินงาน",economy,positive
"ค่าไฟฟ้างวดใหม่ปรับขึ้น ประชาชนกังวลภาระ","คณะกรรมการกำกับกิจการพลังงานประกาศค่าไฟฟ้างวดใหม่ปรับขึ้นเล็กน้อยตามต้นทุนเชื้อเพลิง ประชาชนแสดงความกังวลต่อภาระค่าใช้จ่ายในครัวเรือนที่เพิ่มขึ้น",economy,negative
"การท่องเที่ยวในประเทศคึกคักช่วงวันหยุดยาว","ภาคการท่องเที่ยวรายงานว่ามีการเดินทางในประเทศคึกคักในช่วงวันหยุดยาว อัตราการเข้าพักโรงแรมในเมืองท่องเที่ยวหลักเพิ่มขึ้นเกือบเต็มความจุ",economy,positive
"เศรษฐกิจภาคเกษตรได้ผลดีจากปริมาณน้ำเพียงพอ","กระทรวงเกษตรและสหกรณ์ประเมินว่าผลผลิตทางการเกษตรปีนี้จะออกมาดี เนื่องจากปริมาณน้ำในเขื่อนอยู่ในระดับเพียงพอ ส่งผลดีต่อรายได้เกษตรกรในภาพรวม",economy,positive
"ตลาดหุ้นปรับตัวลงแรงตามตลาดต่างประเทศ","ดัชนีตลาดหลักทรัพย์ปรับตัวลงแรงตามทิศทางตลาดต่างประเทศ จากความกังวลเรื่องการเติบโตของเศรษฐกิจโลก นักลงทุนสถาบันเป็นฝ่ายขายสุทธิ",economy,negative
"ยอดจดทะเบียนธุรกิจใหม่เพิ่มขึ้นต่อเนื่อง","กรมพัฒนาธุรกิจการค้ารายงานยอดจดทะเบียนจัดตั้งธุรกิจใหม่เพิ่มขึ้นต่อเนื่อง โดยกลุ่มบริการและเทคโนโลยีมีสัดส่วนสูงสุด สะท้อนความเชื่อมั่นของผู้ประกอบการรุ่นใหม่",economy,positive
"ต้นทุนขนส่งทางเรือปรับสูงขึ้น กระทบผู้ส่งออก","อัตราค่าระวางเรือปรับสูงขึ้นจากปัญหาเส้นทางเดินเรือ ทำให้ผู้ส่งออกมีต้นทุนเพิ่มและต้องเจรจาราคากับคู่ค้าใหม่ สภาผู้ส่งสินค้าทางเรือขอให้ภาครัฐช่วยเจรจา",economy,negative
"เปิดตัวระบบชำระเงินข้ามประเทศ ลดค่าธรรมเนียม","ธนาคารกลางร่วมมือกับประเทศเพื่อนบ้านเปิดใช้ระบบชำระเงินข้ามประเทศแบบใหม่ ซึ่งช่วยลดค่าธรรมเนียมและเวลาโอนสำหรับผู้ประกอบการและนักท่องเที่ยว",economy,positive
"ดัชนีผลผลิตอุตสาหกรรมทรงตัว","สำนักงานเศรษฐกิจอุตสาหกรรมรายงานว่าดัชนีผลผลิตอุตสาหกรรมทรงตัวจากเดือนก่อน โดยกลุ่มยานยนต์ปรับลดลงขณะที่กลุ่มอาหารแปรรูปขยายตัว",economy,neutral
"ภาระค่าเช่าที่พุ่งสูงกระทบร้านค้ารายย่อย","ผู้ประกอบการร้านค้ารายย่อยในเขตเมืองระบุว่าค่าเช่าพื้นที่ปรับสูงขึ้นมาก ทำให้หลายรายต้องย้ายทำเลหรือปิดกิจการ สมาคมการค้าเรียกร้องให้มีมาตรการดูแล",economy,negative
"รัฐเดินหน้าโครงการลงทุนโครงสร้างพื้นฐาน","คณะรัฐมนตรีอนุมัติการลงทุนโครงสร้างพื้นฐานหลายโครงการเพื่อกระตุ้นเศรษฐกิจในระยะกลาง ครอบคลุมระบบราง ถนน และระบบน้ำ คาดว่าจะสร้างการจ้างงานจำนวนมาก",economy,positive
"ราคาปุ๋ยและอาหารสัตว์ยังทรงตัวในระดับสูง","ราคาปุ๋ยและอาหารสัตว์ยังทรงตัวในระดับสูงตามราคาวัตถุดิบนำเข้า ส่งผลให้ต้นทุนการผลิตของเกษตรกรและผู้เลี้ยงสัตว์ยังอยู่ในระดับที่กดดันกำไร",economy,negative
"ส่งออกอาหารไทยทำสถิติใหม่","มูลค่าการส่งออกอาหารของไทยทำสถิติสูงสุดใหม่ จากความต้องการในตลาดเอเชียและตะวันออกกลาง ผู้ประกอบการเตรียมขยายกำลังการผลิตเพื่อรองรับคำสั่งซื้อ",economy,positive
"สภาพคล่องในระบบการเงินยังอยู่ในระดับเพียงพอ","ธนาคารกลางยืนยันว่าสภาพคล่องในระบบการเงินยังอยู่ในระดับเพียงพอ และพร้อมดูแลความผันผวนหากจำเป็น เพื่อรักษาเสถียรภาพของระบบการชำระเงิน",economy,neutral
"ธุรกิจร้านอาหารฟื้นตัวชัดเจนหลังนักท่องเที่ยวกลับมา","ผู้ประกอบการร้านอาหารในย่านท่องเที่ยวรายงานยอดขายฟื้นตัวชัดเจน หลังจำนวนนักท่องเที่ยวต่างชาติเพิ่มขึ้น หลายร้านเริ่มรับพนักงานเพิ่มเพื่อรองรับลูกค้า",economy,positive
"เตือนความเสี่ยงเศรษฐกิจโลกกระทบการส่งออกไทย","นักเศรษฐศาสตร์เตือนว่าการชะลอตัวของเศรษฐกิจโลกอาจกระทบคำสั่งซื้อส่งออกของไทยในช่วงครึ่งปีหลัง และแนะให้ผู้ประกอบการกระจายตลาดเพื่อลดความเสี่ยง",economy,negative
"ราคาค่าโดยสารสาธารณะคงเดิมอีกหนึ่งปี","หน่วยงานกำกับดูแลประกาศคงอัตราค่าโดยสารรถสาธารณะไว้เท่าเดิมอีกหนึ่งปี เพื่อบรรเทาภาระค่าเดินทางของประชาชน โดยจะทบทวนอีกครั้งเมื่อครบกำหนด",economy,positive
"ผู้ประกอบการปรับตัวรับต้นทุนแรงงานที่สูงขึ้น","ผู้ประกอบการในภาคบริการเริ่มนำระบบอัตโนมัติมาช่วยลดภาระต้นทุนแรงงานที่ปรับสูงขึ้น พร้อมอบรมพนักงานให้ทำงานหลายทักษะเพื่อเพิ่มประสิทธิภาพ",economy,neutral
"ยอดขายรถยนต์ในประเทศลดลงต่อเนื่อง","ยอดขายรถยนต์ในประเทศลดลงต่อเนื่องจากความเข้มงวดในการอนุมัติสินเชื่อและกำลังซื้อที่ยังไม่ฟื้น ค่ายรถหลายรายจัดแคมเปญกระตุ้นยอดขายในช่วงปลายปี",economy,negative
"เศรษฐกิจฐานรากได้ประโยชน์จากโครงการชุมชน","โครงการส่งเสริมเศรษฐกิจฐานรากช่วยให้กลุ่มวิสาหกิจชุมชนมีรายได้เพิ่มขึ้น จากการพัฒนาสินค้าและช่องทางขายออนไลน์ หลายกลุ่มขยายกำลังผลิตได้เป็นครั้งแรก",economy,positive
"อัตราผลตอบแทนพันธบัตรระยะยาวปรับขึ้น","อัตราผลตอบแทนพันธบัตรรัฐบาลระยะยาวปรับขึ้นตามทิศทางตลาดโลก นักวิเคราะห์ระบุว่าจะส่งผลต่อต้นทุนการระดมทุนของภาครัฐและเอกชนในระยะถัดไป",economy,neutral
"ค่าเงินบาทแข็งค่าขึ้นหลังเงินทุนไหลกลับ","ค่าเงินบาทแข็งค่าขึ้นหลังมีเงินทุนต่างชาติไหลกลับเข้าตลาดทุนไทย ผู้ส่งออกแสดงความกังวลเรื่องความสามารถในการแข่งขันด้านราคา",economy,neutral
"เปิดเผยตัวเลขความเหลื่อมล้ำด้านรายได้ลดลงเล็กน้อย","รายงานภาวะสังคมระบุว่าความเหลื่อมล้ำด้านรายได้ปรับลดลงเล็กน้อย จากมาตรการช่วยเหลือกลุ่มเปราะบางและการจ้างงานที่ดีขึ้นในภาคบริการ",economy,positive
"ธุรกิจโลจิสติกส์ขยายตัวตามการค้าออนไลน์","ผู้ให้บริการโลจิสติกส์รายงานปริมาณการจัดส่งพัสดุเพิ่มขึ้นตามการเติบโตของการค้าออนไลน์ หลายรายลงทุนศูนย์กระจายสินค้าใหม่เพื่อรองรับความต้องการ",economy,positive
"ภาวะเศรษฐกิจครึ่งปีหลังยังมีความไม่แน่นอนสูง","สถาบันวิจัยเศรษฐกิจประเมินว่าภาวะเศรษฐกิจในครึ่งปีหลังยังมีความไม่แน่นอนสูง จากปัจจัยต่างประเทศและกำลังซื้อในประเทศที่ฟื้นตัวไม่ทั่วถึง",economy,negative
