title,content,topic,sentiment
"เตือนอย่าซื้อยาปฏิชีวนะกินเองโดยไม่ปรึกษาแพทย์","เภสัชกรเตือนประชาชนไม่ควรซื้อยาปฏิชีวนะมารับประทานเองเมื่อเป็นหวัด เพราะไม่ได้ช่วยรักษาและอาจทำให้เชื้อดื้อยา ซึ่งเป็นปัญหาสาธารณสุขที่รุนแรงขึ้น",health,negative
"เปิดสายด่วนให้คำปรึกษาสุขภาพจิต 24 ชั่วโมง","หน่วยงานสาธารณสุขเปิดสายด่วนให้คำปรึกษาด้านสุขภาพจิตตลอด 24 ชั่วโมง โดยมีนักจิตวิทยาประจำ ผู้ใช้บริการในเดือนแรกมากกว่าที่คาดการณ์ไว้",health,positive
"พบผู้ป่วยโรคทางเดินอาหารเพิ่มขึ้นในช่วงหน้าร้อน","สถานพยาบาลรายงานจำนวนผู้ป่วยโรคระบบทางเดินอาหารเพิ่มขึ้นในช่วงอากาศร้อน ส่วนใหญ่มาจากอาหารที่เก็บไม่ถูกวิธี แนะให้ปรุงสุกและดื่มน้ำสะอาด",health,negative
"อัตราการสูบบุหรี่ในเยาวชนลดลงต่อเนื่อง","ผลสำรวจพฤติกรรมสุขภาพพบว่าอัตราการสูบบุหรี่ในกลุ่มเยาวชนลดลงต่อเนื่องเป็นปีที่สาม ซึ่งเป็นผลจากมาตรการควบคุมและการรณรงค์ในโรงเรียน",health,positive
"โรงพยาบาลนำระบบนัดหมายออนไลน์มาใช้ ลดเวลารอ","โรงพยาบาลเปิดใช้ระบบนัดหมายออนไลน์ ทำให้ผู้ป่วยไม่ต้องมารอคิวตั้งแต่เช้า ผลประเมินหลังใช้งานสามเดือนพบว่าเวลารอเฉลี่ยลดลงกว่าครึ่ง",health,positive
"เตือนโรคมือเท้าปากระบาดในศูนย์เด็กเล็ก","กรมควบคุมโรคเตือนสถานรับเลี้ยงเด็กเฝ้าระวังโรคมือเท้าปาก หลังพบผู้ป่วยเพิ่มขึ้นในหลายพื้นที่ แนะให้แยกเด็กที่มีอาการและทำความสะอาดของเล่นสม่ำเสมอ",health,negative
"ผลตรวจคุณภาพน้ำดื่มในโรงเรียนผ่านเกณฑ์","หน่วยงานสาธารณสุขตรวจคุณภาพน้ำดื่มในโรงเรียนหลายแห่งและพบว่าผ่านเกณฑ์มาตรฐานทั้งหมด โดยจะตรวจติดตามเป็นประจำทุกภาคเรียน",health,positive
"ค่ารักษาพยาบาลเอกชนสูงขึ้น ประชาชนกังวล","ผู้ใช้บริการโรงพยาบาลเอกชนสะท้อนว่าค่ารักษาพยาบาลปรับสูงขึ้น ทำให้ภาระค่าใช้จ่ายเพิ่ม หน่วยงานกำกับดูแลระบุว่าจะติดตามการแสดงราคาให้ชัดเจนและเป็นธรรม",health,negative
"อบรมอาสาสมัครสาธารณสุขประจำหมู่บ้านรุ่นใหม่","หน่วยงานจัดอบรมอาสาสมัครสาธารณสุขประจำหมู่บ้านรุ่นใหม่กว่า 500 คน เพื่อช่วยคัดกรองสุขภาพเบื้องต้นและให้ความรู้ในชุมชนอย่างต่อเนื่อง",health,positive
"เผยแพร่คำแนะนำการดูแลผู้สูงอายุที่บ้าน","กรมการแพทย์เผยแพร่คู่มือการดูแลผู้สูงอายุที่บ้าน ครอบคลุมการป้องกันการล้ม โภชนาการ และการสังเกตอาการที่ต้องพบแพทย์ ญาติผู้ดูแลสามารถดาวน์โหลดได้ฟรี",health,neutral
"ผู้ป่วยรอคิวผ่าตัดนานขึ้นในบางโรงพยาบาล","ผู้ป่วยบางกลุ่มต้องรอคิวผ่าตัดนานขึ้นเนื่องจากจำนวนห้องผ่าตัดและบุคลากรจำกัด โรงพยาบาลเร่งจัดตารางเพิ่มและส่งต่อผู้ป่วยไปยังเครือข่ายใกล้เคียง",health,negative
"รณรงค์ลดการบริโภคเกลือเพื่อลดโรคความดัน","หน่วยงานสาธารณสุขรณรงค์ให้ประชาชนลดการบริโภคเกลือและโซเดียม เพื่อลดความเสี่ยงโรคความดันโลหิตสูงและโรคไต โดยร่วมมือกับผู้ผลิตอาหารปรับสูตร",health,positive
"พบเชื้อดื้อยาในโรงพยาบาลเพิ่มขึ้น","รายงานเฝ้าระวังพบเชื้อดื้อยาในสถานพยาบาลเพิ่มขึ้น ซึ่งทำให้การรักษาซับซ้อนและใช้เวลานานขึ้น โรงพยาบาลเพิ่มมาตรการควบคุมการติดเชื้ออย่างเข้มงวด",health,negative
"เปิดคลินิกเลิกบุหรี่ในโรงพยาบาลชุมชน","โรงพยาบาลชุมชนเปิดคลินิกช่วยเลิกบุหรี่ โดยมีทั้งการให้คำปรึกษาและยาช่วย ผู้เข้าร่วมโครงการในรุ่นแรกเลิกได้สำเร็จเกินครึ่งเมื่อติดตามครบหกเดือน",health,positive
"เตือนภัยความร้อน เสี่ยงโรคลมแดด","กรมอนามัยเตือนประชาชนระวังโรคลมแดดในช่วงที่อุณหภูมิสูง โดยเฉพาะผู้ทำงานกลางแจ้ง แนะให้ดื่มน้ำบ่อยครั้งและหลีกเลี่ยงการทำงานหนักในช่วงเที่ยง",health,negative
"ระบบส่งต่อผู้ป่วยฉุกเฉินเชื่อมข้อมูลได้เร็วขึ้น","หน่วยงานปรับปรุงระบบส่งต่อผู้ป่วยฉุกเฉินให้เชื่อมโยงข้อมูลระหว่างโรงพยาบาลได้เร็วขึ้น ช่วยลดเวลาในการเตรียมทีมรักษาปลายทางอย่างมีนัยสำคัญ",health,positive
"ผลสำรวจพบคนไทยนอนไม่เพียงพอ","ผลสำรวจสุขภาพพบว่าคนไทยวัยทำงานจำนวนมากนอนหลับไม่เพียงพอ ซึ่งสัมพันธ์กับความเครียดและการใช้อุปกรณ์อิเล็กทรอนิกส์ก่อนนอน แพทย์แนะปรับสุขอนามัยการนอน",health,negative
"ขยายสิทธิ์การรักษาโรคเรื้อรังในระบบบัตรทอง","สำนักงานหลักประกันสุขภาพแห่งชาติขยายสิทธิ์การรักษาโรคเรื้อรังเพิ่มเติม ครอบคลุมยาและอุปกรณ์ที่จำเป็น ผู้ป่วยลดค่าใช้จ่ายที่ต้องจ่ายเองได้มาก",health,positive
"เตือนผลิตภัณฑ์เสริมอาหารอวดอ้างเกินจริง","สำนักงานคณะกรรมการอาหารและยาเตือนประชาชนระวังผลิตภัณฑ์เสริมอาหารที่โฆษณาอวดอ้างรักษาโรค ซึ่งผิดกฎหมายและอาจเป็นอันตรายต่อสุขภาพ",health,negative
"ทีมแพทย์ผ่าตัดซับซ้อนสำเร็จเป็นครั้งแรกในภูมิภาค","ทีมแพทย์ของโรงพยาบาลศูนย์ผ่าตัดหัวใจแบบซับซ้อนสำเร็จเป็นครั้งแรกในภูมิภาค ผู้ป่วยฟื้นตัวดีและกลับบ้านได้ตามกำหนด",health,positive
"ตรวจสุขภาพประจำปีฟรีสำหรับผู้ประกันตน","สำนักงานประกันสังคมเปิดให้ผู้ประกันตนตรวจสุขภาพประจำปีโดยไม่มีค่าใช้จ่ายในสถานพยาบาลที่ร่วมโครงการ ครอบคลุมรายการตรวจตามช่วงอายุ",health,positive
"พบสารปนเปื้อนในอาหารทะเลบางล็อต","หน่วยงานตรวจพบสารปนเปื้อนเกินมาตรฐานในอาหารทะเลบางล็อต จึงสั่งเรียกคืนสินค้าและตรวจสอบแหล่งที่มา ผู้บริโภคที่ซื้อไปแล้วได้รับคำแนะนำให้งดรับประทาน",health,negative
"อัตราการเข้าถึงยาต้านไวรัสดีขึ้น","หน่วยงานรายงานว่าผู้ป่วยเข้าถึงยาต้านไวรัสได้ดีขึ้นหลังปรับระบบกระจายยาไปยังโรงพยาบาลชุมชน ทำให้ผู้ป่วยรับยาต่อเนื่องได้โดยไม่ขาดช่วง",health,positive
"เด็กเล็กมีภาวะโภชนาการต่ำในบางพื้นที่","การสำรวจภาวะโภชนาการพบเด็กเล็กในบางพื้นที่มีภาวะเตี้ยและน้ำหนักต่ำกว่าเกณฑ์ หน่วยงานเร่งเสริมอาหารและให้ความรู้ผู้ปกครองเรื่องอาหารตามวัย",health,negative
"เปิดหน่วยแพทย์เคลื่อนที่ให้บริการพื้นที่ห่างไกล","หน่วยแพทย์เคลื่อนที่ออกให้บริการตรวจรักษาในพื้นที่ห่างไกลที่ไม่มีสถานพยาบาลใกล้เคียง มีผู้เข้ารับบริการกว่า 800 คนภายในสองวัน",health,positive
"แนะวิธีสังเกตอาการเตือนของโรคหลอดเลือดสมอง","แพทย์เผยแพร่วิธีสังเกตอาการเตือนของโรคหลอดเลือดสมอง เช่น ปากเบี้ยว แขนขาอ่อนแรง และพูดไม่ชัด โดยย้ำว่าการมาถึงโรงพยาบาลเร็วเพิ่มโอกาสฟื้นตัว",health,neutral
"ผู้บริจาคเลือดลดลง คลังเลือดขาดแคลน","สภากาชาดแจ้งว่าปริมาณผู้บริจาคเลือดลดลงในช่วงวันหยุดยาว ทำให้คลังเลือดบางหมู่ขาดแคลน จึงเชิญชวนประชาชนที่มีสุขภาพแข็งแรงร่วมบริจาค",health,negative
"ประชาชนบริจาคเลือดล้นเป้าหลังการรณรงค์","หลังการรณรงค์ผ่านสื่อสังคมออนไลน์ มีประชาชนเดินทางมาบริจาคเลือดเกินเป้าหมายที่ตั้งไว้ ทำให้คลังเลือดกลับมาอยู่ในระดับปลอดภัย เจ้าหน้าที่ขอบคุณผู้บริจาคทุกคน",health,positive
"เพิ่มการตรวจคัดกรองมะเร็งปากมดลูกในกลุ่มเป้าหมาย","หน่วยงานขยายการตรวจคัดกรองมะเร็งปากมดลูกให้ครอบคลุมกลุ่มเป้าหมายมากขึ้น พร้อมใช้วิธีตรวจที่แม่นยำกว่าเดิม เพื่อเพิ่มโอกาสพบโรคในระยะเริ่มต้น",health,positive
"เตือนอย่าละเลยการฉีดวัคซีนพื้นฐานในเด็ก","แพทย์เตือนผู้ปกครองไม่ให้ละเลยการฉีดวัคซีนพื้นฐานตามกำหนด เพราะอัตราความครอบคลุมที่ลดลงอาจทำให้โรคที่ควบคุมได้แล้วกลับมาระบาดอีก",health,negative
"โรงพยาบาลลดการใช้พลาสติกในหน่วยบริการ","โรงพยาบาลปรับลดการใช้พลาสติกแบบใช้ครั้งเดียวในหน่วยบริการที่ไม่กระทบมาตรฐานความปลอดภัย ช่วยลดปริมาณขยะติดเชื้อและค่าใช้จ่ายในการกำจัด",health,positive
"ปรับปรุงห้องฉุกเฉินให้รองรับผู้ป่วยมากขึ้น","โรงพยาบาลปรับปรุงและขยายห้องฉุกเฉินให้รองรับผู้ป่วยได้มากขึ้น พร้อมแยกโซนคัดกรองเพื่อลดความแออัด ผู้ป่วยและญาติสะท้อนว่าการบริการเป็นระบบมากขึ้น",health,positive
"ประชาชนสับสนข้อมูลสุขภาพที่แชร์ในโซเชียล","แพทย์แสดงความกังวลว่าข้อมูลสุขภาพที่ไม่ถูกต้องซึ่งแชร์กันในสื่อสังคมออนไลน์ทำให้ประชาชนสับสนและอาจรักษาตัวเองผิดวิธี จึงแนะให้ตรวจสอบแหล่งที่มาก่อนเชื่อ",health,negative
"เปิดหลักสูตรอบรมผู้ดูแลผู้ป่วยติดเตียง","หน่วยงานเปิดอบรมผู้ดูแลผู้ป่วยติดเตียงให้กับญาติและผู้ช่วยเหลือดูแล ครอบคลุมการพลิกตัว การป้องกันแผลกดทับ และการให้อาหาร ผู้เข้าอบรมระบุว่านำไปใช้ได้จริง",health,positive
"อัตราการเสียชีวิตจากอุบัติเหตุจราจรยังสูง","รายงานสาธารณสุขระบุว่าอัตราการเสียชีวิตจากอุบัติเหตุจราจรยังอยู่ในระดับสูงเมื่อเทียบกับหลายประเทศ โดยกลุ่มผู้ขับขี่รถจักรยานยนต์เป็นสัดส่วนมากที่สุด",health,negative
"ผลการรักษาผู้ป่วยวัณโรคดีขึ้นหลังติดตามใกล้ชิด","โครงการติดตามผู้ป่วยวัณโรคอย่างใกล้ชิดทำให้อัตราการรักษาสำเร็จเพิ่มขึ้น โดยใช้การเยี่ยมบ้านและระบบเตือนกินยา ลดการขาดยาซึ่งเป็นสาเหตุของการดื้อยา",health,positive
"เตือนระวังไข้หวัดใหญ่สายพันธุ์ใหม่ในต่างประเทศ","หน่วยงานเฝ้าระวังโรคติดต่อระหว่างประเทศเตือนให้ติดตามสถานการณ์ไข้หวัดใหญ่สายพันธุ์ใหม่ในต่างประเทศ และเตรียมความพร้อมด้านการตรวจวินิจฉัยในประเทศ",health,neutral
"ขยายบริการทันตกรรมสำหรับเด็กในโรงเรียน","หน่วยบริการสาธารณสุขขยายบริการทันตกรรมเชิงรุกในโรงเรียน ทั้งการตรวจฟันและเคลือบฟลูออไรด์ ช่วยลดปัญหาฟันผุในเด็กประถมได้อย่างชัดเจน",health,positive
"บุคลากรทางการแพทย์เผชิญภาวะหมดไฟ","ผลสำรวจพบบุคลากรทางการแพทย์จำนวนมากมีภาวะหมดไฟจากภาระงานที่หนักและเวลาพักผ่อนไม่เพียงพอ หน่วยงานเตรียมปรับตารางเวรและเพิ่มการสนับสนุนด้านจิตใจ",health,negative
"ผลการดำเนินงานลดโรคไม่ติดต่อเข้าเป้า","หน่วยงานสาธารณสุขรายงานว่าผลการดำเนินงานลดปัจจัยเสี่ยงโรคไม่ติดต่อเป็นไปตามเป้าหมาย ทั้งการคัดกรองและการปรับพฤติกรรมในกลุ่มเสี่ยงระดับชุมชน",health,positive
กรมควบคุมโรครายงานจำนวนผู้ป่วยไข้เลือดออกรายสัปดาห์,กรมควบคุมโรครายงานสถานการณ์โรคไข้เลือดออกประจำสัปดาห์ ระบุจำนวนผู้ป่วยสะสมและการกระจายตามภูมิภาค พร้อมเผยแพร่คำแนะนำการกำจัดแหล่งเพาะพันธุ์ลูกน้ำยุงลายตามมาตรการปกติ,health,neutral
โรงพยาบาลประกาศตารางให้บริการคลินิกนอกเวลาราชการ,โรงพยาบาลศูนย์ประกาศตารางให้บริการคลินิกนอกเวลาราชการสำหรับผู้ป่วยนอก ระบุวันเวลาของแต่ละแผนกและช่องทางการนัดหมายล่วงหน้า โดยขอให้ผู้รับบริการนำบัตรประจำตัวมาแสดงทุกครั้ง,health,neutral
สำนักงานหลักประกันสุขภาพแจ้งปรับรายการสิทธิประโยชน์,สำนักงานหลักประกันสุขภาพแห่งชาติแจ้งการปรับรายการสิทธิประโยชน์ประจำปี โดยเพิ่มรายการตรวจคัดกรองบางรายการและปรับเงื่อนไขการส่งต่อ มีผลบังคับใช้ตามวันที่ระบุในประกาศ,health,neutral
ผลสำรวจพบสัดส่วนผู้ออกกำลังกายสม่ำเสมออยู่ที่ร้อยละ 34,ผลสำรวจพฤติกรรมสุขภาพของประชากรพบว่าสัดส่วนผู้ที่ออกกำลังกายสม่ำเสมออย่างน้อยสัปดาห์ละสามครั้งอยู่ที่ร้อยละ 34 โดยกลุ่มวัยทำงานมีสัดส่วนต่ำกว่ากลุ่มผู้สูงอายุเล็กน้อย,health,neutral
หน่วยแพทย์เคลื่อนที่ออกให้บริการตามแผนประจำไตรมาส,หน่วยแพทย์เคลื่อนที่ประกาศแผนออกให้บริการตรวจสุขภาพในพื้นที่ห่างไกลประจำไตรมาส ระบุวันและจุดให้บริการในแต่ละตำบล พร้อมรายการตรวจพื้นฐานที่ให้บริการโดยไม่มีค่าใช้จ่าย,health,neutral
โรงพยาบาลเปิดใช้อาคารผู้ป่วยนอกหลังใหม่ ลดเวลารอคอย,โรงพยาบาลประจำจังหวัดเปิดใช้อาคารผู้ป่วยนอกหลังใหม่ ทำให้จำนวนช่องตรวจเพิ่มขึ้นเกือบสองเท่าและเวลารอคอยเฉลี่ยลดลงอย่างชัดเจน ผู้มารับบริการแสดงความพอใจต่อความสะดวกที่เพิ่มขึ้น,health,positive
ขาดแคลนยาบางรายการกระทบผู้ป่วยโรคเรื้อรัง,เภสัชกรโรงพยาบาลหลายแห่งรายงานภาวะขาดแคลนยาบางรายการที่ใช้รักษาโรคเรื้อรัง ทำให้ต้องปรับสูตรการจ่ายยาและผู้ป่วยบางรายต้องซื้อยาเอง หน่วยงานที่เกี่ยวข้องอยู่ระหว่างเร่งจัดหาเพิ่ม,health,negative
ศูนย์บริการสาธารณสุขเปิดลงทะเบียนฉีดวัคซีนไข้หวัดใหญ่ตามฤดูกาล,ศูนย์บริการสาธารณสุขเปิดลงทะเบียนฉีดวัคซีนไข้หวัดใหญ่ตามฤดูกาลสำหรับกลุ่มเสี่ยง ระบุคุณสมบัติผู้มีสิทธิ ช่วงเวลาให้บริการ และเอกสารที่ต้องนำมาแสดงในวันเข้ารับบริการ,health,neutral
