title,content,topic,sentiment
"งานประกาศรางวัลจัดในรูปแบบไฮบริดครั้งแรก","งานประกาศรางวัลวงการบันเทิงจัดในรูปแบบไฮบริดเป็นครั้งแรก โดยผสมการจัดในสถานที่และการถ่ายทอดสดออนไลน์ ผู้ชมทางบ้านรับชมได้พร้อมกันหลายแสนคน",entertainment,neutral
"นักแสดงตลกอาวุโสได้รับการเชิดชูเกียรติ","นักแสดงตลกอาวุโสได้รับการเชิดชูเกียรติจากผลงานที่สร้างเสียงหัวเราะให้คนไทยกว่าสี่ทศวรรษ ในงานมีเพื่อนร่วมวงการมาร่วมแสดงความยินดีจำนวนมาก",entertainment,positive
"กองถ่ายถูกร้องเรียนเรื่องการปิดถนน","ผู้อยู่อาศัยร้องเรียนกองถ่ายละครที่ปิดถนนในชุมชนโดยไม่แจ้งล่วงหน้า ทำให้การสัญจรติดขัด ผู้ผลิตขออภัยและปรับแผนการถ่ายทำพร้อมประสานหน่วยงานท้องถิ่น",entertainment,negative
"ภาพยนตร์แอนิเมชันไทยเข้าฉายในหลายประเทศ","ภาพยนตร์แอนิเมชันที่ผลิตโดยทีมงานไทยได้เข้าฉายในหลายประเทศในเอเชีย โดยเนื้อเรื่องอ้างอิงนิทานพื้นบ้าน ผู้ชมต่างชาติชื่นชมงานภาพและดนตรีประกอบ",entertainment,positive
"ค่าลิขสิทธิ์เพลงในร้านค้าเป็นประเด็นถกเถียง","ผู้ประกอบการร้านค้าและผู้จัดเก็บค่าลิขสิทธิ์เพลงถกเถียงเรื่องอัตราค่าธรรมเนียมและวิธีจัดเก็บ หน่วยงานเปิดเวทีหารือเพื่อหาแนวทางที่เป็นธรรมกับทุกฝ่าย",entertainment,neutral
"ศิลปินเปิดคลาสสอนดนตรีฟรีให้เยาวชน","ศิลปินกลุ่มหนึ่งร่วมกันเปิดคลาสสอนดนตรีฟรีให้เยาวชนในชุมชน โดยใช้เวลาช่วงวันหยุด มีเยาวชนสมัครเข้าเรียนเต็มจำนวนและมีการตั้งวงดนตรีของชุมชนขึ้น",entertainment,positive
"ละครรีเมกได้รับเสียงตอบรับดีเกินคาด","ละครที่นำกลับมาสร้างใหม่ได้รับเสียงตอบรับดีเกินคาด ทั้งจากผู้ชมกลุ่มเดิมและกลุ่มใหม่ ผู้ผลิตระบุว่าปรับบทให้เข้ากับยุคสมัยโดยยังรักษาแก่นเรื่องไว้",entertainment,positive
"งานอีเวนต์ถูกยกเลิกเพราะสภาพอากาศ","ผู้จัดประกาศยกเลิกงานอีเวนต์กลางแจ้งเนื่องจากพายุฝน เพื่อความปลอดภัยของผู้เข้าร่วม โดยจะคืนเงินค่าบัตรเต็มจำนวนและประกาศวันจัดใหม่ภายหลัง",entertainment,negative
"นักเขียนไทยได้รับรางวัลวรรณกรรมภูมิภาค","นักเขียนชาวไทยได้รับรางวัลวรรณกรรมระดับภูมิภาคจากผลงานนวนิยายที่เล่าเรื่องแรงงานย้ายถิ่น คณะกรรมการชื่นชมภาษาและการสร้างตัวละครที่มีมิติ",entertainment,positive
"แฟนคลับรวมตัวทำกิจกรรมสาธารณประโยชน์","กลุ่มแฟนคลับศิลปินรวมตัวทำกิจกรรมสาธารณประโยชน์ในวันเกิดศิลปิน ทั้งบริจาคเลือดและมอบอุปกรณ์การเรียนให้โรงเรียนขาดแคลน แทนการซื้อของขวัญ",entertainment,positive
"รายการเรียลลิตีถูกตั้งคำถามเรื่องความจริง","ผู้ชมตั้งคำถามต่อรายการเรียลลิตีเรื่องความเป็นธรรมชาติของเหตุการณ์ในรายการ ผู้ผลิตชี้แจงกระบวนการถ่ายทำและยืนยันว่าไม่มีการกำหนดบทให้ผู้เข้าแข่งขัน",entertainment,neutral
"เพลงลูกทุ่งกลับมาได้รับความนิยมในกลุ่มวัยรุ่น","ผู้ให้บริการสตรีมมิงรายงานว่ายอดฟังเพลงลูกทุ่งในกลุ่มผู้ฟังวัยรุ่นเพิ่มขึ้นชัดเจน ส่วนหนึ่งมาจากการนำไปใช้ประกอบคลิปสั้น ทำให้ศิลปินรุ่นใหม่มีพื้นที่มากขึ้น",entertainment,positive
"ผู้จัดคอนเสิร์ตขอโทษเรื่องการจัดการที่นั่ง","ผู้จัดคอนเสิร์ตออกแถลงการณ์ขอโทษผู้ชม หลังเกิดปัญหาการจัดการที่นั่งและการเข้างานล่าช้า พร้อมเสนอมาตรการเยียวยาให้ผู้ที่ได้รับผลกระทบ",entertainment,negative
"เปิดตัวหอศิลป์ร่วมสมัยในต่างจังหวัด","หอศิลป์ร่วมสมัยแห่งใหม่เปิดตัวในต่างจังหวัด จัดแสดงผลงานศิลปินท้องถิ่นและมีพื้นที่เวิร์กชอปสำหรับเยาวชน ผู้เข้าชมในสัปดาห์แรกเกินความคาดหมาย",entertainment,positive
"ภาพยนตร์ทำรายได้ต่ำกว่าเป้าอย่างมาก","ภาพยนตร์ฟอร์มใหญ่ทำรายได้ต่ำกว่าเป้าที่ตั้งไว้อย่างมากในสัปดาห์แรก ผู้จัดจำหน่ายลดจำนวนรอบฉาย นักวิเคราะห์มองว่าการสื่อสารการตลาดไม่ชัดเจน",entertainment,negative
"นักดนตรีไทยร่วมงานกับศิลปินต่างชาติ","นักดนตรีไทยร่วมงานกับศิลปินต่างชาติในซิงเกิลใหม่ ซึ่งผสมเครื่องดนตรีไทยกับดนตรีอิเล็กทรอนิกส์ ได้รับความสนใจจากผู้ฟังทั้งในและต่างประเทศ",entertainment,positive
"ประกาศผังรายการใหม่ของสถานีโทรทัศน์","สถานีโทรทัศน์ประกาศผังรายการใหม่ที่จะเริ่มใช้เดือนหน้า โดยเพิ่มรายการข่าวเชิงวิเคราะห์และลดรายการซ้ำในช่วงบ่าย ผู้ชมสามารถดูผังฉบับเต็มได้ทางเว็บไซต์",entertainment,neutral
"ละครสั้นออนไลน์ได้รับความนิยมเพิ่มขึ้น","ผู้ผลิตเนื้อหารายงานว่าละครสั้นรูปแบบตอนละไม่กี่นาทีได้รับความนิยมเพิ่มขึ้นบนแพลตฟอร์มออนไลน์ เนื่องจากเหมาะกับพฤติกรรมการดูระหว่างเดินทาง",entertainment,positive
"เกิดข้อพิพาทเรื่องลิขสิทธิ์บทประพันธ์","เกิดข้อพิพาทระหว่างผู้ผลิตและเจ้าของบทประพันธ์เรื่องขอบเขตการดัดแปลง ทั้งสองฝ่ายเข้าสู่กระบวนการเจรจา โดยการออกอากาศยังดำเนินต่อไปตามกำหนด",entertainment,negative
"เทศกาลวัฒนธรรมดึงนักท่องเที่ยวเข้าพื้นที่","เทศกาลวัฒนธรรมประจำจังหวัดดึงนักท่องเที่ยวเข้าพื้นที่จำนวนมาก ผู้ประกอบการที่พักและร้านอาหารรายงานรายได้เพิ่มขึ้น ผู้จัดเตรียมขยายกิจกรรมในปีถัดไป",entertainment,positive
"นักแสดงได้รับบาดเจ็บระหว่างถ่ายทำ","นักแสดงได้รับบาดเจ็บเล็กน้อยระหว่างถ่ายทำฉากแอ็กชัน ทีมงานหยุดถ่ายทำและนำส่งโรงพยาบาลทันที ผู้กำกับสั่งทบทวนมาตรการความปลอดภัยในกองถ่าย",entertainment,negative
"ผลงานศิลปะของศิลปินไทยถูกจัดแสดงในต่างประเทศ","ผลงานของศิลปินไทยได้รับเลือกไปจัดแสดงในนิทรรศการระดับนานาชาติ โดยนำเสนอประเด็นสิ่งแวดล้อมผ่านงานจัดวาง ผู้ชมต่างชาติให้ความสนใจอย่างมาก",entertainment,positive
"ปรับเรตติงรายการให้เหมาะกับผู้ชม","หน่วยงานกำกับดูแลปรับปรุงระบบจัดเรตติงรายการโทรทัศน์ให้ชัดเจนขึ้น พร้อมกำหนดให้แสดงสัญลักษณ์ตลอดการออกอากาศ เพื่อช่วยผู้ปกครองเลือกเนื้อหาให้เด็ก",entertainment,neutral
"ยอดผู้ติดตามช่องออนไลน์ของศิลปินโตเร็ว","ช่องออนไลน์ของศิลปินรายหนึ่งมียอดผู้ติดตามเติบโตเร็วหลังปล่อยคอนเทนต์เบื้องหลังการทำเพลง ผู้ติดตามระบุว่าชอบความจริงใจและการเล่าเรื่องกระบวนการทำงาน",entertainment,positive
"วงการเพลงเผชิญปัญหารายได้จากสตรีมมิงต่ำ","ศิลปินอิสระสะท้อนว่ารายได้จากการสตรีมมิงต่อการเล่นหนึ่งครั้งอยู่ในระดับต่ำ ทำให้ต้องพึ่งรายได้จากการแสดงสด สมาคมเรียกร้องให้ทบทวนสัดส่วนการแบ่งรายได้",entertainment,negative
